"Feature","Data_Type","Category","Sub_Category","ACH-000001","ACH-000048","ACH-000091","ACH-000116","ACH-000123","ACH-000132","ACH-000237","ACH-000256","ACH-000278","ACH-000291","ACH-000324","ACH-000430","ACH-000443","ACH-000524","ACH-000527","ACH-000542","ACH-000608","ACH-000617","ACH-000657","ACH-000663","ACH-000688","ACH-000696","ACH-000701","ACH-000704","ACH-000713","ACH-000719","ACH-000796","ACH-000811","ACH-000885","ACH-000906","ACH-000947","ACH-001374","ACH-001628"
"REYNOUTRIN (BRD:BRD-K00005343-001-01-9)_pri","num","Drug Screen","Prism Primary AUC",-0.106181909,-0.440671096,-0.279898247,NA,-1.143598255,-0.477174954,0.018375599,-0.247262456,-0.391460628,NA,0.128038201,0.08909774,-0.442684174,-0.53248299,0.141662452,0.478990467,-0.082960536,NA,-0.001184373,0.062136851,0.046541177,-0.319268208,-0.555255466,-1.169597616,0.062143513,-0.881736725,0.09864059,0.121804734,0.341948288,-0.022979622,-0.083158253,-0.0826071,0.131727934
"DCP-LA (BRD:BRD-K00005344-001-01-9)_pri","num","Drug Screen","Prism Primary AUC",-0.19833512,0.68116503,-0.76149964,NA,-0.50440006,0.33574204,0.01626864,-0.38710063,-0.21181727,NA,0.54629336,-0.1809348,-1.07501972,-0.07176604,-0.80296292,-0.65460639,0.46496213,NA,0.10010645,0.09783186,-0.87348727,0.12944628,-0.63222817,-0.37945326,-0.20519724,-0.13632555,-0.03116187,-0.1423996,-0.15733352,-0.27513107,-0.08390161,-0.19979286,0.41942385
"20-HETE (BRD:BRD-K00005345-001-01-9)_pri","num","Drug Screen","Prism Primary AUC",-0.15954743,0.696059456,0.113756481,NA,-0.142627613,0.333290561,0.586802208,-0.067331493,-0.102070346,NA,-0.660255337,-0.080210756,-0.507072446,-0.140568822,-0.252558544,0.066624564,-0.219034132,NA,0.534131347,-0.647434979,0.017164452,-0.000503617,0.001220361,-0.174514029,0.37141165,0.014991206,0.013355667,0.019085406,0.037334337,0.284427931,-0.045238906,0.486057295,0.163776126
"BETAMETHASONE-PHOSPHATE (BRD:BRD-K00005349-304-01-9)_pri","num","Drug Screen","Prism Primary AUC",-0.13989896,-1.02489609,-0.16814168,NA,-0.5639206,-0.18176168,0.96288326,0.47268086,-0.60960663,NA,-0.53486226,-0.07169493,0.17294359,0.46100456,-0.61482413,-0.1580303,-0.28982148,NA,-0.71424279,-0.11525717,0.7533412,-0.1912542,1.12005562,-0.04141105,0.52314731,-0.7431713,-0.14378932,0.17654622,0.25750927,-0.67348397,0.03747414,0.10564548,0.27360678
"PYRETHRINS (BRD:BRD-K00010129-001-01-9)_pri","num","Drug Screen","Prism Primary AUC",0.05681681,0.06854208,-0.83987327,NA,0.74450255,-0.25007503,0.34834902,-0.33746881,0.04896541,NA,0.08782951,-0.10950369,-0.48986161,0.50552878,0.10275086,-0.74168196,-0.37203217,NA,-0.52922962,0.18247279,-0.54497633,0.10161234,0.28688182,0.1698875,-0.11944488,-0.15036111,0.17668496,-0.3195527,-0.48299241,-0.69467673,-0.14586258,-0.0642997,0.20486257
"SOTORASIB (BRD:BRD-K00010385-001-01-9)_pri","num","Drug Screen","Prism Primary AUC",0.246182631,-0.126377586,-0.398257234,NA,-0.245688118,-0.03923614,-0.519851185,0.12012934,-0.159561011,NA,-0.129263625,0.191585132,-1.612140817,0.154280064,-0.291621357,-0.620994791,-0.087820696,NA,0.034318481,-0.071893497,1.240423325,-0.130629982,0.606688155,-0.551034588,0.433284652,-0.324068319,-0.312603198,-0.299920731,-0.501234315,-0.49465832,-0.003803902,-1.480841371,-0.159194945
"RMC-4550 (BRD:BRD-K00010386-001-01-9)_pri","num","Drug Screen","Prism Primary AUC",-1.09279974,-2.31741868,-0.57183644,NA,-0.75986778,-0.47449069,-0.57309958,-0.2340063,-0.81033578,NA,-1.49712531,0.1003197,-0.53977006,-0.5070438,-0.48405361,0.08373192,-0.88584421,NA,-2.98060342,-1.67194452,-0.56787567,-0.38141178,0.32356197,-1.24156005,-1.41415909,-0.5296388,-0.21341277,-0.71766893,-0.74909268,0.51170766,-0.31232429,1.64463424,0.45691177
"BAFILOMYCIN-A1 (BRD:BRD-K00010387-001-01-9)_pri","num","Drug Screen","Prism Primary AUC",-0.26006928,-2.28745965,-4.63844302,NA,-1.58408474,-0.20562421,0.31157937,0.48835693,0.02743838,NA,-1.19439622,-1.15546234,-0.13256991,0.91605762,-2.42395403,-1.6547493,-0.72391467,NA,0.36159065,-3.47335741,0.30315219,-1.0816145,-2.15340998,-2.08279291,0.13977214,0.02137518,-1.5530845,-0.99708041,-2.75165633,-1.70585637,-0.51839317,0.01388473,-0.50310019
"PTC-028 (BRD:BRD-K00010388-001-01-9)_pri","num","Drug Screen","Prism Primary AUC",-7.98250552,-6.1853494,-3.15392769,NA,-3.71026918,-1.43472433,-4.98567691,-1.76525963,-3.01228171,NA,-2.82583964,-4.1582613,-1.65255444,-1.00472531,-2.703773,-2.90868501,-1.9918001,NA,-3.6025429,-3.60075994,-3.01993478,-3.54504511,-3.102392,-11.68408894,-5.7912851,-2.61148832,-3.11425001,-4.11623105,-5.76446599,-5.11379087,-4.3146385,-0.07295945,-2.71104937
"RAF709 (BRD:BRD-K00010389-001-01-9)_pri","num","Drug Screen","Prism Primary AUC",0.77262719,-0.52184999,0.50751404,NA,0.07500172,-0.750532,-0.16124198,0.1735858,-0.6196338,NA,-0.23955668,-2.38157669,-0.45865105,-0.36784216,-0.25327044,-3.75199318,0.34153841,NA,-0.3238306,0.21128012,-2.73319091,-0.31137607,0.63669201,-1.13048725,-0.41507943,-0.16779046,-1.04251846,0.32471975,-0.39022439,-0.56241795,-0.77344645,1.1840279,-0.08972738
"KB-0742 (DIHYDROCHLORIDE) (BRD:BRD-K00010521-300-02-9)_pri","num","Drug Screen","Prism Primary AUC",-5.424189,-7.407656,-7.712284,NA,-6.078921,-5.167409,-7.697251,-3.310577,-5.368647,NA,-8.130951,-6.555291,-2.734715,-7.007727,-5.830393,-7.299469,-7.588973,NA,-4.93671,-7.200613,-5.28082,-6.760789,-6.397027,-6.283893,-6.329329,-6.870817,-7.590428,-6.631008,-7.543003,-6.065163,-6.188552,-7.27188,-5.632891
"BTS-71321 (BRD:BRD-K00010938-001-01-9)_pri","num","Drug Screen","Prism Primary AUC",-0.335002707,0.394095836,-0.71887746,NA,0.234394227,0.449913531,0.010463366,0.433798486,-0.174166631,NA,0.488707246,-0.034177896,1.183555653,-0.355345398,0.350109039,0.140111886,0.233549264,NA,0.312810191,0.14863312,0.546410165,0.275962688,-0.137627392,0.895702967,0.316702026,0.275628153,0.180316141,0.589451686,0.136879648,0.21712363,-0.272061441,1.698162912,0.004369294
"PDD-00017273 (BRD:BRD-K00021095-001-01-9)_pri","num","Drug Screen","Prism Primary AUC",0.355061433,-0.090708615,-0.23730447,NA,0.500131156,-0.374893874,0.035341215,0.031507211,-0.27565925,NA,-0.56749924,0.097355115,0.702994203,-1.427049864,-0.285538021,-0.319058271,0.239364486,NA,-0.79755534,-0.236401021,-0.602707693,-0.009663675,-0.091095388,-0.110938785,-1.124872842,0.051765201,0.223662545,0.241786747,-0.470740323,0.22775606,0.325267447,-0.83511097,-0.309095606
"EMRICASAN (BRD:BRD-K00023644-001-01-9)_pri","num","Drug Screen","Prism Primary AUC",-0.33977803,0.341933621,-0.160024487,NA,0.182384214,0.410777692,0.736684931,0.000998885,-0.669226969,NA,-0.424324198,0.348102558,-0.285878003,0.279971023,0.601692761,-0.457491248,0.126154226,NA,0.295144831,-0.302326528,-0.52761031,-0.056949881,0.599005189,-1.25248889,0.55395585,0.005443421,-0.150081742,-0.933097026,0.337613117,-0.119799644,0.061118653,0.511681609,-0.98598649
"LATANOPROSTENE BUNOD (BRD:BRD-K00029604-001-02-9)_pri","num","Drug Screen","Prism Primary AUC",0.03881133,0.06462828,0.2648224,NA,0.10538247,0.13987399,-0.11964959,0.50464036,-0.16105333,NA,0.3870302,0.15597044,-0.46331821,-0.17275382,0.40576748,0.39016268,0.13807514,NA,-0.20893215,0.24238665,0.35693699,-0.24113272,0.1586805,-0.05162451,-0.03712553,-0.2942018,-0.19896272,-0.0235581,-0.34635632,0.18691808,-0.13079123,0.3162245,0.03407985
"NETARSUDIL MESYLATE (BRD:BRD-K00029607-334-02-9)_pri","num","Drug Screen","Prism Primary AUC",-0.68181917,-1.6442291,-1.06228875,NA,-0.67083403,-0.37283682,-1.46137094,-0.98670531,-0.22727567,NA,-0.45777152,-0.10942051,-0.51262226,-0.02690753,-0.30616596,-0.06093284,-0.47032415,NA,-2.19668541,-0.96147172,0.96533791,-0.60161728,0.04338462,-0.51840841,0.04690748,-0.22512365,-0.241788,-1.80303403,-0.84393528,-0.17166127,-2.34501304,0.05348747,-0.66646872
"INOBRODIB (BRD:BRD-K00068629-001-02-9)_pri","num","Drug Screen","Prism Primary AUC",0.5087668,-2.55118524,0.20561387,NA,0.03202818,-0.69014945,-1.29514244,-0.75436896,-0.44311723,NA,-0.09690017,-1.57147447,-0.17668758,-1.25176837,-0.43000042,-0.51449148,0.16365515,NA,-1.34245569,-1.42898944,2.0285189,-1.56835113,-0.28015552,-1.05632633,-0.52755807,-0.59856841,-0.7711515,-0.1799113,-1.18797878,-0.57237561,-1.32379354,-0.08528969,0.04898445
"MOBOCERTINIB (BRD:BRD-K00069020-001-02-9)_pri","num","Drug Screen","Prism Primary AUC",-2.6620522,-1.6037141,-0.52848,NA,-0.870405,-0.5160959,-1.0932187,-0.9211263,-1.1007276,NA,-4.6110892,-0.7938758,-1.0025637,-0.7652378,-1.8387077,-0.2499149,-0.7492412,NA,-2.5725111,-1.7970458,-0.8271745,-0.4115824,-1.4300832,-2.0387581,-1.390776,-3.4038959,-0.6327958,-1.306712,-1.4564894,-0.444324,-0.9164046,-2.0936479,-1.1051311
"FLUTEMETAMOL (BRD:BRD-K00071586-001-01-9)_pri","num","Drug Screen","Prism Primary AUC",-0.090896073,0.983292364,-0.132666674,NA,-0.611259497,0.056554104,-0.060302494,0.053275417,0.275545727,NA,0.845245125,0.406349339,0.397016246,0.242431911,-0.437234893,0.110364368,0.380550673,NA,-0.727501639,0.258570109,1.020251658,0.310032608,0.493874159,0.037318251,0.008042194,0.05802735,-0.09705725,-0.435824962,-0.370752488,0.28031239,-0.336898932,-0.393313241,0.455019078
"LEFAMULIN (BRD:BRD-K00071589-001-01-9)_pri","num","Drug Screen","Prism Primary AUC",-0.41515879,-0.82881498,-0.27174802,NA,0.16147977,-0.5002472,-0.66633126,-0.65254252,-0.68010929,NA,-0.15274026,-0.71880146,0.55282847,-0.17285279,-0.59768255,-0.15627046,-0.18100204,NA,-1.1951226,-0.75496451,-0.71073746,-0.28318415,-0.36787597,-0.70236545,-0.82380862,-0.01140722,-1.06755396,-0.43817975,-0.71974686,-0.46637428,-0.8747466,-0.79996461,-0.40898392
"PIBRENTASVIR (BRD:BRD-K00071592-001-01-9)_pri","num","Drug Screen","Prism Primary AUC",-0.75547439,-0.90348809,-0.90987532,NA,-0.66516159,-0.66095342,-1.29043784,-0.50821481,-0.55596849,NA,-0.81387214,-1.01809182,0.24097874,-0.49064863,-0.70838446,-0.18984189,-0.49833456,NA,-0.62776055,-0.68462879,-0.02946754,-0.47106715,-0.47253781,-1.35529171,-0.73926164,-0.5338111,-0.25351081,-0.62754562,-0.43935076,-0.6272218,-0.88405569,-0.81365157,-0.66310476
"MACIMORELIN (BRD:BRD-K00071596-019-01-9)_pri","num","Drug Screen","Prism Primary AUC",-0.92478209,0.28995865,0.07181859,NA,0.19861528,-0.43359875,-0.29191521,0.0623915,-0.14175565,NA,-0.04587285,-0.01873603,0.15281604,-0.25451131,0.15774252,-0.37858767,0.00596918,NA,-0.03101158,-0.12608835,0.4946745,-0.27887243,-0.58213368,-0.20314127,-0.58992264,-0.5020145,-0.2776582,-0.68251376,-0.22356336,-0.10208666,-0.07900158,-0.99635032,-0.44627279
"REMDESIVIR (BRD:BRD-K00071599-001-02-9)_pri","num","Drug Screen","Prism Primary AUC",-1.5020671,-2.5884046,-0.2413412,NA,1.438964,-0.6018937,-0.4138416,-0.7450624,0.178286,NA,-0.648165,-1.6313141,0.2446069,-0.8787992,-0.4171828,0.1850656,-1.001377,NA,-2.1056142,0.4526574,0.2902198,-0.3000972,-2.0094826,-1.1636867,-0.8331327,-1.4022086,-0.2730627,0.1820044,-0.6005311,-0.3844699,-4.7428171,-0.6931645,-0.6685316
"ENSARTINIB HYDROCHLORIDE (BRD:BRD-K00073038-001-02-9)_pri","num","Drug Screen","Prism Primary AUC",0.02272087,-2.49339893,-0.63990803,NA,-1.74484941,-1.20747296,-1.2327907,0.01750046,0.05601963,NA,-0.79181603,-0.48400943,1.23947292,-0.12785559,-0.98080458,-0.10132623,-0.36362759,NA,-1.34084601,-0.39971952,0.06400442,-0.22959894,-1.86423272,-0.67191994,-1.00975365,-0.44198273,-0.21582564,-1.2354799,-2.19150472,-0.42917961,-1.7010313,-2.24491089,-0.69862394
"ARTELINIC ACID (BRD:BRD-K00073067-001-02-9)_pri","num","Drug Screen","Prism Primary AUC",-0.51774145,-1.40786753,-0.41356279,NA,-0.63728731,-1.52664822,-1.3058824,-0.87837538,-0.05778626,NA,-0.47944085,-0.82702126,1.01801188,-0.70242655,-0.7867696,-0.80303983,-0.51415475,NA,-1.16902491,-0.56504956,-1.80111349,-1.21578559,-0.25847222,-2.08246446,-0.74988654,-0.6448096,-0.46961425,-0.78919889,-0.50001217,-0.8269695,-0.50998655,0.02681765,-0.45244313
"SAR-260301 (BRD:BRD-K00073070-001-02-9)_pri","num","Drug Screen","Prism Primary AUC",-0.625484551,-0.354028326,0.538876365,NA,-0.066149614,0.324603369,-0.304830744,-1.046139838,-0.360627959,NA,-0.363803387,-0.116756603,-0.22287856,-0.106684329,0.065212538,-0.159515662,-0.262135569,NA,-0.042293387,-0.357582933,-0.323842187,-0.158354724,0.234879938,0.220637183,-0.288067141,-0.722710921,-0.335066329,-0.383415902,0.145186434,-0.531814109,0.077586824,0.250909562,-0.006226487
"ALOFANIB (BRD:BRD-K00073093-001-02-9)_pri","num","Drug Screen","Prism Primary AUC",-2.78456998,-1.88469264,-2.44158751,NA,-1.61353976,-1.80094588,-3.68195027,-1.89674062,-0.57804403,NA,-1.21458096,-2.74799928,-0.34281654,-0.35726232,-0.69243339,-0.7796141,-1.5876243,NA,-2.95631345,-2.87131414,-1.22556472,-0.37861646,-0.08010261,-2.05881293,-2.48041161,-1.26876108,-2.91734207,-1.24295214,-2.5108294,-3.09324176,-1.96064938,-0.03879461,-1.7497907
"H-VAL-PRO-PRO-OH (TFA) (BRD:BRD-K00073449-019-02-9)_pri","num","Drug Screen","Prism Primary AUC",-0.35827305,0.08720577,-0.35769712,NA,-0.59665032,-0.40061532,-0.39188621,-0.76292649,-0.22563364,NA,0.10105642,-0.06412748,0.22678961,0.51102517,0.19806242,-0.80101465,-0.44089874,NA,-0.49112937,0.35633236,0.04623462,-0.1446158,-0.06804033,-0.09045677,0.15190069,-0.67319264,-0.35271899,-0.27415967,-0.16153433,-0.34160864,-0.04565861,-0.31786818,-0.10087121
"ALMINOPROFEN (BRD:BRD-K00073457-001-02-9)_pri","num","Drug Screen","Prism Primary AUC",-0.110146635,0.307263058,0.154784938,NA,-1.128266501,0.095148232,0.111376294,0.007887773,0.282700202,NA,0.328310794,0.29039512,0.285497407,-0.386035698,0.413994755,0.264164045,0.232388264,NA,-0.596388137,0.348334882,1.246788704,0.045535003,0.077526925,0.329097973,0.043938221,0.135851243,-0.123360901,0.170438129,0.122322665,0.125350162,0.230710274,0.274068805,-0.025395853
"DUSQUETIDE (BRD:BRD-K00073831-019-02-9)_pri","num","Drug Screen","Prism Primary AUC",0.07928014,-0.48110434,0.05048679,NA,0.63852677,-0.31047487,-0.27460435,0.33232741,0.32274219,NA,0.02184791,-0.15824393,0.42043428,-0.77534128,-0.198778,-0.06743261,-0.99548595,NA,0.24801838,-0.18744816,-0.03451857,-0.01822751,-0.30403278,-0.13923474,0.16784441,-0.04378824,0.06498775,0.1474921,0.08176383,0.10258591,0.30485269,-0.26186017,-0.24314542
"PEXACERFONT (BRD:BRD-K00073864-001-02-9)_pri","num","Drug Screen","Prism Primary AUC",-0.33113955,0.11747865,0.13260851,NA,-0.44878441,-0.03760672,-0.41660863,-0.27335108,0.43258874,NA,-0.12551446,-0.28907947,0.36189442,-0.21424175,-0.04040944,0.10892277,-0.11295844,NA,-0.27625343,-0.03258097,0.47294267,-0.03759481,0.05880386,-0.38466673,-0.18569386,-0.19551837,0.02720938,-0.22078489,0.29160318,-0.13025614,-0.13678917,0.56601406,-0.18276103
"TILDIPIROSIN (BRD:BRD-K00073880-001-02-9)_pri","num","Drug Screen","Prism Primary AUC",-0.32684357,0.41824858,-0.23523012,NA,0.53051405,-0.50473289,-0.02303029,-0.70456741,-0.29025426,NA,-0.05533326,-0.46662929,0.54296537,0.01081573,-0.43335665,0.22834418,-0.55455805,NA,-0.15311249,-0.04654644,0.37419287,-0.58470356,-0.25422694,-0.19329315,-0.51691464,-0.10021092,-0.02723776,-0.17766178,-0.01997923,-0.2615087,-0.23661219,-1.20187515,-0.39176387
"GW7604 (BRD:BRD-K00073895-001-02-9)_pri","num","Drug Screen","Prism Primary AUC",-0.05367103,-0.2264473,-1.05779664,NA,0.16223888,-0.60264513,0.32518355,-0.23623249,-0.05632617,NA,0.14709729,-0.09551838,0.76402404,-0.20620767,0.05101852,-1.03115912,-0.32702343,NA,-0.30576238,-0.17795147,-1.10791384,-0.50227459,-0.48581072,-0.81280797,-0.56634373,-0.2032845,-0.15268647,-0.60530671,-0.6286551,-0.24263408,-0.01254752,-0.67478872,0.15773988
"DABUZALGRON (BRD:BRD-K00073934-001-02-9)_pri","num","Drug Screen","Prism Primary AUC",-0.39621452,0.66086835,-0.88651734,NA,-0.33318457,-0.25071715,-0.08622012,-0.28687045,0.1486892,NA,0.15706493,-0.28583372,-0.45580548,-0.24220051,0.10253917,-0.30721242,0.19781652,NA,-0.58543159,0.29063068,-0.10662933,0.24265369,-0.40451091,0.37070512,0.08406945,-0.02033327,0.20629691,-0.39348721,-0.15631016,-0.16802636,-0.02757923,0.65653189,0.1902115
"RP-54745 (BRD:BRD-K00073937-001-02-9)_pri","num","Drug Screen","Prism Primary AUC",-2.3748267,-3.9554983,-2.8777424,NA,-3.3782055,-1.2209688,-1.1524888,-1.5288502,-1.2212593,NA,-0.7349366,-2.4012373,0.9338467,-0.6473997,-0.6401722,-0.8878825,-1.3330267,NA,-3.468106,-1.0993189,0.6838546,-1.0481875,-0.6304222,-1.3277502,-0.2121701,-1.0719748,-0.6729878,-0.3834639,-4.7085197,-0.9888001,-1.4020179,-2.2615969,-1.216814
"SELTOREXANT (BRD:BRD-K00073947-001-02-9)_pri","num","Drug Screen","Prism Primary AUC",-0.23065438,-0.43028873,-0.07366289,NA,-0.01893817,-0.25544609,-0.53668731,-0.52019786,-0.5435631,NA,-0.19890969,-0.06594616,0.33706722,-0.82224707,0.06647593,-0.12937733,-0.81394735,NA,-0.33074236,-0.49258724,-0.29740631,-0.39426518,-0.32326653,-0.17440421,-0.66967409,-0.26520696,-0.52682789,-0.44082729,-0.45373839,-0.43159845,-0.44199132,-0.6742245,-0.22931608
"GSK2245035 (BRD:BRD-K00074079-001-02-9)_pri","num","Drug Screen","Prism Primary AUC",-0.53323552,0.48357978,0.7041888,NA,-0.07040228,0.49298043,0.49398555,0.36336492,0.61108708,NA,0.35286754,0.24269262,-0.15611856,0.65916805,0.36981595,0.5601383,-0.33517875,NA,0.03132639,0.39672551,0.04064313,0.41157658,0.99726426,0.40682821,0.93315277,-0.4402635,0.46399211,0.4302619,0.50956334,0.01770948,0.5267214,0.23526545,0.40176493
"TAS-116 (BRD:BRD-K00074122-001-02-9)_pri","num","Drug Screen","Prism Primary AUC",-2.3552145,-4.7906383,-2.2122441,NA,-5.0612604,-2.947879,-5.2788111,-3.7726937,-5.2758656,NA,-4.5519584,-4.1726364,-0.9266504,-2.7578514,-4.3178504,-4.5710112,-4.9797993,NA,-4.1967481,-4.7973773,-3.6728845,-5.5251439,-1.7745342,-3.6300901,-5.5553032,-3.1913031,-3.7629362,-3.4131869,-5.7764904,-3.2383611,-5.519565,-5.2906406,-2.6129866
"MHP (BRD:BRD-K00074484-001-02-9)_pri","num","Drug Screen","Prism Primary AUC",-0.635484915,-0.414613683,0.053049768,NA,-0.196710575,-0.147205631,-0.268042811,0.165840037,-0.677341702,NA,0.006289646,-0.080271611,0.799883282,-0.205194958,-0.280541551,-0.165990043,0.434213055,NA,-0.054729698,0.207698525,0.421776958,0.062426732,-0.35260402,-0.271661404,0.20383127,0.358938793,-0.147379809,0.072669163,0.121490354,0.01350854,-0.231984183,0.10952277,-0.420529399
"NETICONAZOLE (BRD:BRD-K00074531-001-02-9)_pri","num","Drug Screen","Prism Primary AUC",-0.45250775,0.03016301,-0.08655389,NA,0.33703184,-0.19742938,0.0985558,0.45803981,0.40587564,NA,0.36762151,0.09342899,0.25734866,-0.5022464,0.02104904,0.29000261,0.28823552,NA,-0.29509387,-0.34429965,-0.0294272,0.0647386,0.01602121,-0.40990466,-0.02264717,0.26121353,-0.13598303,-0.08604675,0.01930884,-0.10863572,0.46874379,0.22476808,0.20355006
"ETIDOCAINE (HYDROCHLORIDE) (BRD:BRD-K00074616-003-02-9)_pri","num","Drug Screen","Prism Primary AUC",0.02047091,0.07716977,-0.32629737,NA,-0.25023534,-0.36957684,-0.24071346,-0.70572384,-0.84054156,NA,-0.096021,-0.17916895,0.56544563,-0.87791288,0.43115198,0.23057539,-0.20180476,NA,0.22163682,-0.98883796,0.93296615,-0.05188668,-0.22415659,-0.08932374,-0.02748616,0.21753918,0.27377197,-0.10579801,-0.98563283,-0.92547627,-0.01049801,0.66629737,-0.03531698
"IMRECOXIB (BRD:BRD-K00074641-001-02-9)_pri","num","Drug Screen","Prism Primary AUC",-0.618881165,0.550448374,-0.062450444,NA,-0.414076032,-0.415594345,-0.649067274,-0.292620237,0.194983859,NA,0.037024395,0.157173094,-0.326028511,0.158607817,-0.565880241,0.09414889,0.003641476,NA,0.214474838,-0.148263631,-1.251142759,-0.3430619,-0.055655738,-0.625458429,0.042476926,-0.129316856,0.209782598,-0.247630678,0.016047676,-0.485444056,0.155423353,-0.016515514,-0.188553448
"TEGLICAR (BRD:BRD-K00074712-001-02-9)_pri","num","Drug Screen","Prism Primary AUC",-0.32286633,-0.40027552,0.13521817,NA,-0.3472857,-0.11416194,-0.0285489,-0.45767152,-0.12981997,NA,0.16350533,-0.11085432,-0.36761903,0.14599349,-0.48958833,-0.05814603,-0.08543112,NA,-0.44977551,-0.33110678,-0.20008647,-0.25947365,-0.68192045,-0.8766455,-0.30900904,-0.08178936,-0.16259248,-0.26417773,-1.13813154,0.11524706,0.077919,-1.3254291,-0.38758286
"OLANEXIDINE (BRD:BRD-K00074735-014-02-9)_pri","num","Drug Screen","Prism Primary AUC",-0.53505098,-1.05444248,-0.50965421,NA,-1.03549752,-0.85692253,-1.06362303,0.20477194,-0.88304244,NA,-0.28311698,-0.8959915,-0.9741578,-0.21236421,-0.07117267,0.07998949,-0.05273586,NA,-0.59208127,-0.2983436,-0.70786301,-0.48196106,-0.61491356,0.06247334,-0.55861382,-0.26798375,-0.17141455,-0.06887892,-0.91902664,-0.59235606,-1.42595366,-0.43969015,-0.02902388
"SPIRAPRIL HYDROCHLORIDE (BRD:BRD-K00074789-001-02-9)_pri","num","Drug Screen","Prism Primary AUC",-0.398933192,-0.506826662,0.132242914,NA,0.379863467,-0.507624014,-0.344318528,-0.467444119,-0.017217044,NA,-0.041109822,0.087210712,0.277129396,-0.476166171,-0.197061394,0.332603405,0.002403238,NA,-0.502638752,-0.517271827,-0.282732235,-0.090037892,0.198783662,-0.724878114,-0.139021784,-0.56251662,0.115891364,-0.064618144,-0.034307537,0.214037205,0.174097593,-0.300807727,-0.170116249
"AZD 4017 (BRD:BRD-K00074831-001-02-9)_pri","num","Drug Screen","Prism Primary AUC",-0.474505981,-0.543878936,-0.11515692,NA,0.387891271,0.033831556,-0.202742256,-0.0612865,0.018870878,NA,-0.146981674,-0.165858367,0.411501805,0.41247992,-0.0850953,0.115847942,0.098546851,NA,0.09320401,0.299670571,0.008621152,0.176068429,0.156111446,-0.187067883,0.479335395,0.035374491,0.030639655,0.539882133,0.004315634,-0.034391782,0.375907037,0.358105713,0.13902009
"TEPILAMIDE FUMARATE (BRD:BRD-K00074843-001-02-9)_pri","num","Drug Screen","Prism Primary AUC",0.50966999,-0.81629029,0.34868392,NA,-0.06817428,-1.57581525,-2.51272341,-0.31184448,-0.37909731,NA,0.08130754,-0.16153305,-0.2116124,0.08590897,-0.36129671,-0.25695169,-0.18578842,NA,-0.9329794,-0.53146195,-3.21042526,-0.39823624,-1.98105701,-0.30137148,-0.61814525,-0.48751032,-0.73085793,0.40551598,-0.11424166,-0.43148972,0.32609981,-0.60844288,-0.11343521
"SR-31747 (BRD:BRD-K00074858-003-02-9)_pri","num","Drug Screen","Prism Primary AUC",-0.237700505,-0.068001261,-0.145935787,NA,-0.784172908,-0.044011866,-0.156022788,-0.100959149,-0.219045449,NA,-0.118130141,-0.068473306,0.404787315,-0.087130425,-0.051815419,-0.640380441,-0.671038605,NA,-0.31035586,-0.402380776,0.074527276,-0.034618399,-0.008784037,-0.050214794,0.145424362,-0.037748689,-0.460452901,-0.395905664,0.167879138,0.06500404,-0.547728594,-0.664602082,0.224951427
"RUPINTRIVIR (BRD:BRD-K00075060-001-02-9)_pri","num","Drug Screen","Prism Primary AUC",0.581284873,1.086515861,-0.004315292,NA,0.074741217,0.392918158,0.174298481,-0.068638334,0.559727112,NA,-0.2566128,0.138362056,0.686198819,0.28354977,0.374236354,0.280578238,0.2448429,NA,0.246988731,-0.14380278,-1.446402315,0.284073703,-0.033226415,-0.538729367,0.574347879,0.210004482,0.5118388,0.185118896,0.259730894,0.248914756,0.245622819,-0.447066979,-0.255755057
"FINERENONE (BRD:BRD-K00075103-001-02-9)_pri","num","Drug Screen","Prism Primary AUC",0.36296662,0.30015403,-0.02357865,NA,-0.48420674,-0.19689073,0.53125182,-0.36392598,0.61503477,NA,0.27382425,-0.21667835,-0.2441237,-0.45724642,-0.68970629,0.20675315,0.55926851,NA,0.27928849,-0.1690669,0.6669339,-0.18677569,0.06531609,0.14292051,-0.32901528,-0.35182637,0.65547003,-0.33832827,0.22273597,0.06948928,0.30491659,-0.49934473,0.10560345
"ECHOTHIOPHATE IODIDE (BRD:BRD-K00075140-005-02-9)_pri","num","Drug Screen","Prism Primary AUC",-0.272153484,0.132573817,-0.934032645,NA,-0.68005143,0.1290085,0.289474265,0.21778183,0.4941212,NA,0.027356159,0.027479299,-0.007730604,-0.141045599,-0.111512902,-0.378445806,-0.459320167,NA,0.031156051,0.024677173,0.103220019,0.172999116,-0.118612822,0.649420239,-0.164515621,-0.648537946,-0.388263898,0.155658416,-0.024565401,0.228974463,-0.608226138,0.408720016,0.414374265
"AZD1940 (BRD:BRD-K00075152-001-02-9)_pri","num","Drug Screen","Prism Primary AUC",0.278527501,0.478469831,-0.201744741,NA,0.556689303,-0.275748595,0.305322342,-0.208758876,-0.606828538,NA,0.038593574,0.113939542,-0.226274936,0.108683424,0.179357443,-0.153938773,0.244026966,NA,0.182655902,-0.31082341,0.001362082,0.248422545,-0.327425067,0.031845801,0.13132183,-0.058746316,-0.010368105,0.495628931,-0.014363336,0.191244022,-0.31054158,0.63443327,0.346694083
