depmap_id,Data_Type,Category,Sub_Category,ACH-000713,ACH-000278,ACH-000430,ACH-000617,ACH-000574,ACH-000542,ACH-000132,ACH-000001,ACH-000091,ACH-000409,ACH-000701,ACH-000291,ACH-000657,ACH-000524,ACH-000696
LPXN sp|O60711-2|LPXN_HUMAN'],num,Molecular,Proteomics,-1.032845808,-1.237070069,-0.416810828,-0.701009479,-2.099127675,-1.351865729,-1.087879399,-0.973263462,-2.333665075,-0.091640255,-0.831818356,-1.368107607,-1.732700676,-1.763282089,-1.681360044
PEX12 sp|O00623|PEX12_HUMAN'],num,Molecular,Proteomics,,,,-0.629581179,-0.481510637,-1.067725668,,,0.722647071,,,0.352575758,,-1.365379039,-0.04259754
SUPT5H sp|O00267|SPT5H_HUMAN'],num,Molecular,Proteomics,0.15608412,0.279205321,0.031638884,0.449537275,0.720260592,-0.400774769,-0.506457621,1.908090091,0.144880627,0.804766631,-0.007832495,0.149901493,-0.252784176,0.360425068,-0.279955028
DLGAP1 sp|O14490|DLGP1_HUMAN'],num,Molecular,Proteomics,-0.360349997,,,-0.074246567,,-0.186288083,,,,,,,,,
BACH1 sp|O14867|BACH1_HUMAN'],num,Molecular,Proteomics,-0.979711519,0.972129254,-0.198604418,-0.262738766,-0.711107929,1.254382528,-0.537145895,0.110420391,-1.197334685,-1.133548127,-0.016318611,0.725092577,-0.052320965,-0.617633581,0.375715007
CTDSPL sp|O15194|CTDSL_HUMAN'],num,Molecular,Proteomics,,,,0.058023771,0.239596637,-0.607306938,0.624753806,0.243496661,0.770753206,-0.125958843,0.752239068,1.109760276,-0.221938294,0.559547807,-0.623791612
NBN sp|O60934|NBN_HUMAN'],num,Molecular,Proteomics,0.64034865,-0.00262421,0.403025441,0.39608944,0.560490834,0.014043695,-0.284787303,0.517506831,0.548057785,0.437498087,-0.701609626,-0.342652523,0.028866924,1.434666914,-0.014668736
ARPC1B sp|O15143|ARC1B_HUMAN'],num,Molecular,Proteomics,0.028475721,0.285343114,0.63586895,0.16598395,-1.199261122,0.028163284,-0.351119666,-0.632327228,0.341622863,-0.08010975,0.263487813,-0.143014469,-0.267717578,-0.104251646,-0.798528764
RGS10 sp|O43665-3|RGS10_HUMAN'],num,Molecular,Proteomics,0.693496898,0.038718588,0.14176019,0.577253378,1.910979434,2.992319665,-0.007245022,0.69175306,0.153388214,0.621672645,-0.652641437,-0.759145593,1.201728016,-0.678710535,1.422347314
EI24 sp|O14681|EI24_HUMAN'],num,Molecular,Proteomics,-1.051778912,-0.309782542,0.296877832,0.413645627,-0.034668861,0.786138563,-0.53667989,-0.326565958,0.306935193,-0.402258121,0.796621893,0.158585324,-0.468554056,-0.029536847,-0.741453446
NOS1AP sp|O75052|CAPON_HUMAN'],num,Molecular,Proteomics,-0.371758651,0.890374587,0.353571013,0.063527017,-0.054154889,-0.041156498,0.436145877,-0.354141102,-0.758884791,2.875452729,0.385403788,-0.798925785,0.52649829,2.059196907,-0.235822536
C1orf226 sp|A1L170-2|CA226_HUMAN'],num,Molecular,Proteomics,-0.589613302,0.494660806,,-0.270021921,,-1.701674052,0.230481034,-0.02646413,-1.13428423,2.345702596,0.300020787,-1.032492442,0.869741959,2.136256054,-0.01462171
RNMT sp|O43148-2|MCES_HUMAN'],num,Molecular,Proteomics,-0.368507926,-0.782922521,-0.415940951,-0.508168221,1.248253205,0.028100106,-0.06366081,0.974952663,-0.478192681,0.412602574,0.001875099,0.025383759,0.206552896,0.188517688,-0.214253308
NKRF sp|O15226-2|NKRF_HUMAN'],num,Molecular,Proteomics,-0.050473302,-0.279210233,0.483630633,-0.15086338,-0.523239944,0.283534684,-0.314427143,0.438175679,0.062518116,1.290370091,-0.083222314,0.510625104,-0.558971194,-0.715012845,-0.813513941
PDE8A sp|O60658|PDE8A_HUMAN'],num,Molecular,Proteomics,-1.03109393,-0.491325703,0.075293793,0.60731589,-1.338128614,-0.714911678,0.361244468,-0.484793431,0.832459577,,0.482098689,0.859308104,-0.062359948,-0.814352271,
MPHOSPH10 sp|O00566|MPP10_HUMAN'],num,Molecular,Proteomics,0.099021356,0.003171069,-0.039644109,-0.153108781,0.909840253,0.564698204,-0.628296669,0.456338624,0.108283756,0.19947118,-0.547529128,0.222393288,0.080830125,0.046465147,-0.327732367
NRP1 sp|O14786|NRP1_HUMAN'],num,Molecular,Proteomics,-1.073655328,0.824395499,-1.122542372,-1.384783091,0.004153996,2.066312997,1.014561901,-1.856131223,0.989645142,0.31948197,-0.815127951,0.990232713,-1.133029296,-1.206741156,-1.195803731
RAB7L1 sp|O14966|RAB7L_HUMAN'],num,Molecular,Proteomics,-0.138410377,0.492231794,0.403203799,0.051802127,-0.575213311,0.001615556,-1.710037435,0.012746177,0.703743518,0.966288982,0.113020315,0.052492928,-0.062725943,1.904070073,-0.117026413
SNAP91 sp|O60641-4|AP180_HUMAN'],num,Molecular,Proteomics,-0.087443005,0.081225175,0.067742704,-0.106043193,-0.688554017,0.631521822,1.102312033,-1.065839442,,,0.70690501,0.810643498,-0.08278801,-0.595629815,0.592458213
DOK2 sp|O60496|DOK2_HUMAN'],num,Molecular,Proteomics,,,,,,-1.663550323,-0.138186469,-1.654796597,-2.28832146,,0.062330041,,,,-1.776215159
DNPH1 sp|O43598|DNPH1_HUMAN'],num,Molecular,Proteomics,0.909899063,-0.306472638,-0.228414423,-0.5111259,0.950613269,-0.248046862,0.326010149,-0.798363342,-1.303874603,-0.22699745,-0.25027729,-0.347589297,1.080559481,-1.372147642,0.202931551
SDHD sp|O14521|DHSD_HUMAN'],num,Molecular,Proteomics,0.305120721,-0.21465227,-0.39472799,-0.463549477,-0.095641945,0.664675739,-0.235489411,-0.073402374,0.009537343,0.378237219,,0.42169997,-0.190543326,0.664789208,0.327760526
NDUFS7 sp|O75251|NDUS7_HUMAN'],num,Molecular,Proteomics,-0.242319969,-0.668706264,-0.182859178,-0.478015451,-0.396834493,-0.036554156,-0.437178223,0.036699343,0.390522607,0.485149396,0.071337533,0.622577882,0.26334527,-0.24046516,-0.794407996
MFSD11 sp|O43934|MFS11_HUMAN'],num,Molecular,Proteomics,,0.033998788,-1.512688655,,-1.564884181,-1.108590653,,,,,,,-0.640485812,-0.953526357,
CHEK1 sp|O14757|CHK1_HUMAN'],num,Molecular,Proteomics,-0.414212338,-1.217155733,1.392392394,0.39372317,0.45437056,-0.185329069,-1.292174154,-0.74609492,-0.867361021,-0.82018075,-1.014017991,-1.046974452,0.252655171,-1.30458793,0.081125087
PRRG1 sp|O14668|TMG1_HUMAN'],num,Molecular,Proteomics,-0.259171144,,,,,,,,1.28960007,0.404616318,,,0.498893724,1.000195305,
KMO sp|O15229|KMO_HUMAN'],num,Molecular,Proteomics,-0.877325302,,-0.669059238,-1.198113632,-0.885001107,-0.679118443,1.11721244,0.775340005,4.966384558,,0.645993561,-0.909309671,,,
XRCC3 sp|O43542|XRCC3_HUMAN'],num,Molecular,Proteomics,,-0.428952857,,,,0.028557162,0.081067769,-0.18074676,0.038571695,-0.369275944,-0.228486862,0.113652723,,,
PGP sp|A6NDG6|PGP_HUMAN'],num,Molecular,Proteomics,-0.200006388,0.306706319,0.004333064,0.070753119,0.519229013,-0.046852244,0.524648714,-0.847667999,-0.402899419,-1.546343897,0.377925355,-0.068174596,1.102583209,-1.309902226,0.942767904
PDCD5 sp|O14737|PDCD5_HUMAN'],num,Molecular,Proteomics,0.092408625,-0.421656627,0.165290945,0.595740701,1.842263184,0.539175425,-0.192066148,-0.657304172,-0.224212888,-1.019950799,-0.09109034,0.064225216,0.835731687,-1.396702051,1.137392891
PPM1D sp|O15297|PPM1D_HUMAN'],num,Molecular,Proteomics,,,-0.193540755,,,,-0.983864064,0.844187977,-1.481965613,0.031751935,,0.041282485,,0.144561781,
PSCA sp|O43653|PSCA_HUMAN'],num,Molecular,Proteomics,,,-0.724060808,,,,,,,,0.22593617,,,,-0.851009586
GTPBP1 sp|O00178|GTPB1_HUMAN'],num,Molecular,Proteomics,-0.111692851,-0.505084935,0.15795078,-0.324480444,-0.27188294,-0.067980589,0.369891077,-1.597790211,-0.285225716,-0.843005489,-0.084248192,-0.591822043,0.722176164,-1.724167403,-0.397646456
KIAA1324L sp|A8MWY0|K132L_HUMAN'],num,Molecular,Proteomics,,,-0.147440407,-1.452558277,,-0.012624149,0.768588277,-0.126534553,,,,,,,
ZBTB43 sp|O43298|ZBT43_HUMAN'],num,Molecular,Proteomics,,0.84319391,-0.406483061,0.23437008,0.496662518,0.690213282,-0.039656292,1.119308817,-0.86782483,0.222164292,-0.117130863,0.051668057,,,-0.555228223
PLOD3 sp|O60568|PLOD3_HUMAN'],num,Molecular,Proteomics,-0.55827268,-0.093449231,-0.203828595,0.497882522,-1.156491816,-1.118160219,-0.362485597,-0.554881104,0.647774362,1.703718483,-0.494609314,-0.132235331,-0.979322047,0.182790061,-0.455347128
RBFOX2 sp|O43251-8|RFOX2_HUMAN'],num,Molecular,Proteomics,-0.11083863,0.0276787,0.101868213,0.302991631,0.77237118,1.334372354,-0.186491543,0.004044882,-0.016347824,0.187139079,0.261332023,0.016488147,0.835257031,0.98263907,0.672166588
STX16 sp|O14662|STX16_HUMAN'],num,Molecular,Proteomics,0.040185693,-0.219911612,-0.281662602,0.148518742,-0.251266976,0.346111469,0.887602659,0.85109653,0.064564969,1.030804922,-0.007535693,-0.056831234,-1.070570627,0.288968481,-0.640979327
EXTL3 sp|O43909|EXTL3_HUMAN'],num,Molecular,Proteomics,-0.246249222,-0.399205749,-0.251077812,-0.420069043,-0.29183276,0.249475544,,,0.681135834,-0.360478817,-0.165823279,-0.342400297,0.387040779,1.020031325,
TAX1BP3 sp|O14907|TX1B3_HUMAN'],num,Molecular,Proteomics,0.358414405,-0.327145368,0.280289613,-0.219842802,0.102642629,3.048571155,1.514037937,-0.470622753,0.302270521,0.051595694,0.061271399,0.650926039,0.300263889,-0.443846817,0.940380953
ARHGEF37 sp|A1IGU5|ARH37_HUMAN'],num,Molecular,Proteomics,,,,,,,0.30519694,0.973882416,,-0.280119096,,,,,-0.419367432
PQBP1 sp|O60828|PQBP1_HUMAN'],num,Molecular,Proteomics,0.215974449,0.184385014,0.128417318,0.450211043,0.640105164,-0.053522303,-0.974077517,-0.048358419,-0.904033628,0.122832893,-0.318188965,-0.356743087,0.329855578,0.379530866,0.024230999
SLC16A3 sp|O15427|MOT4_HUMAN'],num,Molecular,Proteomics,1.248622463,1.393035908,0.062474957,-0.31579399,-2.698055933,0.321962784,0.838202275,-0.706648232,2.217686517,-2.490288239,-0.042374007,-1.316612825,-1.412904493,-3.129941126,0.363120417
KIAA0513 sp|O60268|K0513_HUMAN'],num,Molecular,Proteomics,,,,,,0.300795912,0.245074812,-0.696856287,-0.990485409,,0.013493821,1.5664942,,,-0.1167447
SLC16A7 sp|O60669|MOT2_HUMAN'],num,Molecular,Proteomics,-0.953037675,0.247430119,-1.942821359,1.045720483,-1.196966962,1.071723202,,,1.264315528,-0.313323571,0.097844203,0.161317719,1.264414456,-0.390644585,
EIF4E2 sp|O60573|IF4E2_HUMAN'],num,Molecular,Proteomics,-0.258011515,-0.15609544,0.428702924,-0.699308862,-0.756491497,-0.031548653,-0.059579551,-0.351500274,-0.13366669,-1.193011827,0.044083949,0.128954722,0.424690154,-0.815133438,-0.173335769
SLC31A1 sp|O15431|COPT1_HUMAN'],num,Molecular,Proteomics,0.51792246,-0.266961578,-1.332159127,0.195199951,-1.120936304,-0.432025956,0.975770267,0.252430675,0.500108646,-0.455279292,0.38573704,1.607163202,,-0.930458984,-0.196445085
GXYLT2 sp|A0PJZ3|GXLT2_HUMAN'],num,Molecular,Proteomics,,,,,,,,,,,,1.57424334,,,
CUBN sp|O60494|CUBN_HUMAN'],num,Molecular,Proteomics,,-0.152359113,,,,-1.862790423,,,,,,,,,-0.345528599
IRF6 sp|O14896|IRF6_HUMAN'],num,Molecular,Proteomics,,,0.313583512,-1.585556375,-1.722482481,-1.262211277,-0.544999695,1.215570845,-0.894754112,,3.325464968,,-1.476320798,-1.762087494,-1.009989481
EIF1AY sp|O14602|IF1AY_HUMAN'],num,Molecular,Proteomics,,,-2.730660784,,,,,,-2.042325795,,,,-0.631221895,,-10.44115864
TRAF5 sp|O00463|TRAF5_HUMAN'],num,Molecular,Proteomics,,-0.248297904,,,,,,,-0.309877887,,-0.082791418,,2.120164161,-0.355717086,
ARPC3 sp|O15145|ARPC3_HUMAN'],num,Molecular,Proteomics,0.037857657,0.112770859,0.371942089,0.023798232,-0.996873079,0.045208181,0.074542133,-0.626089302,0.273097002,-0.322883444,0.256811737,-0.396281113,-0.134882679,0.028688224,-0.161195923
UQCRQ sp|O14949|QCR8_HUMAN'],num,Molecular,Proteomics,0.095678346,-0.130693601,-0.019857364,-0.238781946,-0.030618745,0.28805495,-0.025384873,0.114465321,0.454574894,0.518641631,0.570074846,0.015708298,0.05570464,0.72407626,0.21740871
ERI3 sp|O43414|ERI3_HUMAN'],num,Molecular,Proteomics,-0.187898015,0.132962139,0.043779767,-0.588965936,-0.40045334,0.820161964,0.264286569,-0.50936983,-0.566400573,-0.511469115,-0.156236872,-0.788748986,0.351181719,-0.876226543,-0.322340021
EIF3F sp|O00303|EIF3F_HUMAN'],num,Molecular,Proteomics,-0.042039241,-0.155187793,0.424697889,0.196112803,0.266407774,0.419824196,-0.054115178,-0.056940528,-0.125644049,-1.071041915,-0.1585753,0.129985258,0.331310954,-0.755130623,0.475327417
PIK3R2 sp|O00459|P85B_HUMAN'],num,Molecular,Proteomics,0.123841802,-0.60386244,0.160048634,-0.272197506,0.571462411,-0.046189222,0.723964867,-0.580586912,-0.935190219,-0.188750074,-0.416658135,-0.808928439,0.507687393,-1.364292807,0.09904297
INPP4B sp|O15327|INP4B_HUMAN'],num,Molecular,Proteomics,-0.584749737,-0.118221002,-1.835599316,-1.151646709,-1.553395121,0.285002944,1.11017066,-0.710293882,-0.350520303,-1.243560432,0.548118495,-0.824139959,-0.584652532,-2.208707631,2.153584139
PLA2G6 sp|O60733-2|PLPL9_HUMAN'],num,Molecular,Proteomics,,,,,,,,,,,,,,,-0.529564478
LYRM9 sp|A8MSI8|LYRM9_HUMAN'],num,Molecular,Proteomics,,,-1.152233731,,0.258863636,,,,,-0.152785253,,,0.507717579,0.429595215,
EFCAB7 sp|A8K855|EFCB7_HUMAN'],num,Molecular,Proteomics,,,,,-0.354494026,0.809282272,1.015345675,0.829169994,,,1.186389206,,-0.303156326,0.491878241,0.682510412
ANKRD36 sp|A6QL64|AN36A_HUMAN'],num,Molecular,Proteomics,,,,,0.108757964,,,,,,,,,,-0.065642202
ELOVL7 sp|A1L3X0|ELOV7_HUMAN'],num,Molecular,Proteomics,,,-1.822280386,,,,,,,,0.915147505,-1.239490823,-1.254497909,,
TECPR2 sp|O15040|TCPR2_HUMAN'],num,Molecular,Proteomics,0.131269831,-0.169289569,,0.422275798,-1.527216899,0.186340094,0.263110844,-0.681210935,-0.096337091,,0.298630783,-0.050939444,-0.133980159,-0.638414395,
TNFRSF10B sp|O14763|TR10B_HUMAN'],num,Molecular,Proteomics,-0.188987128,-0.092715309,0.896497901,-0.093864406,-0.77504168,0.018498737,-0.142922783,0.762683916,1.373197128,-0.750087512,-0.992423609,0.496164402,1.677735164,-1.548524227,-0.323222968
PPIH sp|O43447|PPIH_HUMAN'],num,Molecular,Proteomics,0.635217054,0.390445504,0.015763247,-0.540983411,0.446851332,0.427947167,-0.504207156,-0.092642471,-0.594361635,0.00857226,-0.388274566,-0.597472455,0.364435205,0.085746054,-0.382800674
SRPX2 sp|O60687|SRPX2_HUMAN'],num,Molecular,Proteomics,,,,,,,,,,,-0.036039073,,0.532258992,-1.057835559,
EIF3D sp|O15371|EIF3D_HUMAN'],num,Molecular,Proteomics,0.008891834,-0.255884033,0.629745898,0.031885904,-0.702400093,0.546072903,-0.138432185,-0.523474554,0.3847069,-0.513817181,0.006302048,-0.038074739,0.059134372,-0.839282686,-0.163942607
EREG sp|O14944|EREG_HUMAN'],num,Molecular,Proteomics,,,,,-0.393226268,,,,,0.257823634,-1.454408159,,-0.813720267,-1.414808046,
POLR1C sp|O15160|RPAC1_HUMAN'],num,Molecular,Proteomics,-0.420108853,-0.123069504,0.307347606,-0.398375539,0.653443297,0.330919773,-0.885690871,-0.018808989,-0.339948987,-0.362807648,-0.328093404,-0.157615766,0.234801759,0.10134704,-0.187094984
SPRY1 sp|O43609|SPY1_HUMAN'],num,Molecular,Proteomics,,,,0.228312207,0.938022092,,-1.012603364,1.569559939,0.316056087,1.574847389,,1.051939505,4.147729225,1.500538378,
PRAF2 sp|O60831|PRAF2_HUMAN'],num,Molecular,Proteomics,1.824337515,1.286565817,-1.546282823,0.327303592,-0.106276103,-0.28935406,-0.528048646,0.281812207,0.841637474,3.263425905,-0.695419543,-0.078543151,0.354932377,2.403096759,0.743721666
GAS7 sp|O60861|GAS7_HUMAN'],num,Molecular,Proteomics,-0.672964624,-0.260840383,-1.099014415,-0.798561328,,-1.363813356,-0.463807527,-0.894264139,-18.15931274,,-1.138218361,-1.195585127,,0.075930088,-0.470881154
RNGTT sp|O60942|MCE1_HUMAN'],num,Molecular,Proteomics,0.307920181,-0.320290605,-0.385347814,0.1822043,0.567511453,-0.549565965,-0.2853915,0.38716558,-0.354272339,-0.634433765,-0.387538062,0.191127584,0.119003164,0.248969656,0.506664282
ASNA1 sp|O43681|ASNA_HUMAN'],num,Molecular,Proteomics,0.354513514,0.230530042,-0.113957275,0.530685846,-0.009686757,-0.127232648,0.135041585,-0.507118165,0.271762498,-0.525515149,-0.823233229,-0.689067361,0.43512806,0.26875727,0.093027687
TMEM120B sp|A0PK00|T120B_HUMAN'],num,Molecular,Proteomics,0.089388461,-0.206735244,-0.086419908,,,,0.489343658,-0.140354232,-0.133291941,,-0.122137199,,,,0.086394427
MEGF6 sp|O75095|MEGF6_HUMAN'],num,Molecular,Proteomics,,,,,,,,,,0.523904383,0.289134223,0.731716654,-0.135110463,2.327476688,1.984478885
TRIM13 sp|O60858-3|TRI13_HUMAN'],num,Molecular,Proteomics,0.296088141,0.534703124,-0.392620805,-1.008732973,-0.106855738,0.062114012,-0.035524547,-0.13942441,,0.174295851,0.495157389,0.942051531,0.545690422,-0.18136791,-0.203285587
TLR3 sp|O15455|TLR3_HUMAN'],num,Molecular,Proteomics,1.304319498,0.383371795,0.261189544,,-0.94745619,0.753220737,0.941978477,1.873946036,2.214534696,0.066788793,0.30313844,-0.73895498,2.027061669,0.923662656,-0.621185295
SOCS2 sp|O14508|SOCS2_HUMAN'],num,Molecular,Proteomics,,,,,,0.952766111,,,-2.89613669,,,,3.111627893,0.136771819,
KLHL41 sp|O60662|KLH41_HUMAN'],num,Molecular,Proteomics,,-0.420492658,,,,-0.321368444,,,-3.732095689,,,,,,
ZNHIT1 sp|O43257|ZNHI1_HUMAN'],num,Molecular,Proteomics,0.541873892,0.289574467,,0.85718127,0.29252321,-0.595183099,-0.054550114,0.117704644,-0.965392863,1.577278754,-0.03142783,-0.076609954,0.059111232,0.362814023,-0.476957878
SNX3 sp|O60493|SNX3_HUMAN'],num,Molecular,Proteomics,-0.643965508,-1.078786521,-0.556678865,0.578421712,0.210879329,0.50795179,0.518182591,-0.730372805,-0.827770945,-1.559495803,-0.515108279,-0.407123906,0.353284617,-0.465603686,-0.149774314
BCKDK sp|O14874|BCKD_HUMAN'],num,Molecular,Proteomics,0.771109591,0.458174492,-0.085612146,0.965124459,0.416168866,0.408968299,0.801620105,-0.577846318,-0.317936104,0.165664935,-0.027813893,-1.174753242,-0.672929674,0.798576417,0.167478159
HAT1 sp|O14929|HAT1_HUMAN'],num,Molecular,Proteomics,0.256481957,-0.122857636,0.843160072,0.522985127,-1.02028804,-0.533053459,0.265762015,-0.47076196,-0.567017683,-0.929989443,-0.036479315,-0.677013057,0.7151854,0.482472663,-0.545521069
NUPL2 sp|O15504|NUPL2_HUMAN'],num,Molecular,Proteomics,-0.132093472,-0.147569594,0.114598554,-0.308021851,0.604069063,-0.18309395,-0.553455827,0.416780747,-0.253212825,0.430537004,-0.101180987,-0.518213177,0.277572756,0.778562136,-0.217301001
ST8SIA3 sp|O43173|SIA8C_HUMAN'],num,Molecular,Proteomics,,,,-0.442621299,,,,,,,,,,,
ESPN sp|B1AK53|ESPN_HUMAN'],num,Molecular,Proteomics,1.251896962,,,,-2.487715224,-1.495439964,-0.471651452,4.173936301,-0.573378555,-1.059666275,-0.058926551,,0.482588724,-0.405147715,1.791915167
CDC40 sp|O60508|PRP17_HUMAN'],num,Molecular,Proteomics,-0.32511143,-0.41196802,-0.357890015,-0.325198292,0.519219209,-0.150314044,-1.109340513,0.342530224,-0.023879987,0.36589388,-0.414136668,-0.298616177,-0.353852234,0.342594952,-0.68499114
UBXN8 sp|O00124|UBXN8_HUMAN'],num,Molecular,Proteomics,,-0.364259531,-0.395476036,,,-0.07425086,,,,,,0.671925113,,,
DLL1 sp|O00548|DLL1_HUMAN'],num,Molecular,Proteomics,0.648625954,,,,-0.206845785,,,,,-1.304367737,-0.442783188,,-0.672894719,,
BTN3A1 sp|O00481|BT3A1_HUMAN'],num,Molecular,Proteomics,,,,,-0.54681225,0.26530781,,,,,,,1.789865545,2.196123996,
BTN3A3 sp|O00478|BT3A3_HUMAN'],num,Molecular,Proteomics,,,0.001982781,-0.551274849,-0.626785405,-1.378810663,0.39025292,-0.155222753,1.142817831,-0.305770216,-0.527488937,-0.959756318,0.396269335,2.546436247,-0.031184726
EMC8 sp|O43402|EMC8_HUMAN'],num,Molecular,Proteomics,-0.007943588,0.09865534,-0.149600564,-0.212840953,-0.002610998,0.786545836,0.014796092,0.583704464,0.131544505,0.060137537,0.067283703,0.168676094,-0.099889867,-0.119274178,0.131261477
ATMIN sp|O43313|ATMIN_HUMAN'],num,Molecular,Proteomics,-0.519672677,,,,,-0.248068696,0.450489659,-0.795025863,,,-0.289687067,,,,
LIPT2 sp|A6NK58|LIPT2_HUMAN'],num,Molecular,Proteomics,,,,,,-1.024230873,0.402228914,1.118611153,-1.064202148,0.889770279,0.754628889,0.271292132,0.674078199,0.742194886,-0.776125714
CLDN4 sp|O14493|CLD4_HUMAN'],num,Molecular,Proteomics,1.697567916,1.553631986,-2.379550037,-0.068027459,-2.56395092,,2.61487649,1.96228957,1.123448944,-0.690391135,,-0.41162272,,-0.602792018,
CLDN3 sp|O15551|CLD3_HUMAN'],num,Molecular,Proteomics,2.853159449,0.506472975,-1.129318882,-0.340905743,-1.755578391,-3.590200956,2.669736747,3.988451514,,-0.04269057,-1.187748516,0.205072283,-1.773198243,0.345407121,-0.873983985
KLK8 sp|O60259-2|KLK8_HUMAN'],num,Molecular,Proteomics,,,,,,,,,,-0.633809728,3.597513509,,-2.573144042,2.751733379,
RFXANK sp|O14593|RFXK_HUMAN'],num,Molecular,Proteomics,-0.12194007,,0.070577832,-0.00283021,-2.126051861,0.344849192,-0.003910548,0.078553597,-0.379070768,0.323017256,-1.200676137,-1.105868921,1.222778929,,0.02437766
TBL1X sp|O60907|TBL1X_HUMAN'],num,Molecular,Proteomics,-0.255865219,0.380391657,-0.527622217,-0.162312453,0.654028076,0.417384703,0.121148335,0.040041981,-0.505410382,-0.124715666,0.130801118,-0.26363511,0.125565207,0.297686084,-0.39237449
TMEM194B sp|A6NFY4|T194B_HUMAN'],num,Molecular,Proteomics,,,-0.277863781,,,,,,,-0.92090924,,,,,
MRPS14 sp|O60783|RT14_HUMAN'],num,Molecular,Proteomics,0.183945187,0.453087947,-0.073688394,0.057754058,-0.193943131,0.372276623,-0.21398281,0.448426641,0.775746383,0.607640891,0.232438663,0.331286412,-0.072325092,0.72852884,0.031309186
C17orf89 sp|A1L188|CQ089_HUMAN'],num,Molecular,Proteomics,,,,,,0.19150335,,,,0.542494645,-0.067126611,,,,-0.011012388
DUSP11 sp|O75319|DUS11_HUMAN'],num,Molecular,Proteomics,0.317815723,0.792261607,0.24403662,-0.31447828,0.425088624,0.518409349,-1.184256231,0.026664124,-1.323027093,1.158644717,-0.255084249,-0.705416893,-0.383883645,0.234704221,-0.481591934
MED7 sp|O43513|MED7_HUMAN'],num,Molecular,Proteomics,-0.135764012,-0.165744275,-0.172932425,0.247348372,0.305828362,-0.001938775,-0.261844623,0.638006998,-0.315431435,,-0.100779229,0.008046139,0.177287588,1.201472131,0.074214766
IRS4 sp|O14654|IRS4_HUMAN'],num,Molecular,Proteomics,,,-0.391977787,,,,,,,,,,,,
PER2 sp|O15055|PER2_HUMAN'],num,Molecular,Proteomics,,,,,,-0.152115055,,,,,,0.91792162,,,
SEMA3E sp|O15041|SEM3E_HUMAN'],num,Molecular,Proteomics,,,0.33566957,-0.755995095,,,,,,,,0.202612153,-2.279193511,,
NRP2 sp|O60462|NRP2_HUMAN'],num,Molecular,Proteomics,-1.004442838,0.869876847,-0.56650015,-0.928534731,-0.94098295,2.813560321,-0.539755075,-0.792392973,1.078641904,-0.967849562,-1.313117516,0.254638524,-1.467353129,2.479429239,
ST18 sp|O60284|ST18_HUMAN'],num,Molecular,Proteomics,,,,,,,,,,-0.656716611,,,,,
PGRMC2 sp|O15173-2|PGRC2_HUMAN'],num,Molecular,Proteomics,-0.036548961,0.580876992,-0.380909589,0.247827867,-0.20624772,-0.25277252,0.507277111,0.98060428,0.32673202,-0.523407258,0.421514187,0.027754574,0.345088558,-0.388316282,0.593423902
PGRMC1 sp|O00264|PGRC1_HUMAN'],num,Molecular,Proteomics,1.116640564,0.307652455,-0.1324027,1.281141598,0.687730736,0.34911922,0.409568427,1.075023661,-0.396139084,-0.161187664,-0.058922145,0.534950713,-0.36951553,-0.248829404,0.094924136
DSCR3 sp|O14972|DSCR3_HUMAN'],num,Molecular,Proteomics,0.333141033,0.78850028,-0.516254917,1.005609185,0.158002339,-0.83253155,0.716982137,0.22468265,0.560823086,0.004136467,0.28169183,0.588235596,1.523010608,-2.023706849,-1.050197705
GTPBP10 sp|A4D1E9|GTPBA_HUMAN'],num,Molecular,Proteomics,-0.227802939,0.015762955,0.453492894,0.211490641,-0.907259272,-0.451378637,-0.089520178,0.163994946,-0.144640488,1.064797571,-0.471283313,1.108348047,-0.332560893,0.366857093,-0.507514043
CLOCK sp|O15516|CLOCK_HUMAN'],num,Molecular,Proteomics,,0.333939831,,-0.394715435,-0.741217834,,0.065432772,0.513898362,0.142342554,0.712720725,-0.0752273,0.695831913,-1.284751525,0.09392624,0.317088817
HAX1 sp|O00165|HAX1_HUMAN'],num,Molecular,Proteomics,0.533043044,0.241065109,-0.217289863,-0.083245672,-0.138062007,-0.237033794,-0.573052987,-0.069305004,-0.141826889,0.238145582,-0.456215584,0.31760718,0.344836404,0.503027714,0.201583383
GMFG sp|O60234|GMFG_HUMAN'],num,Molecular,Proteomics,-1.245870518,0.546423955,-0.332658349,-0.195838378,-0.993739518,-0.441540129,-1.040793263,-1.076188488,-1.008842443,-0.152319529,-1.033275752,-1.101390538,-0.787116563,-1.391588506,-2.310941074
ZBTB14 sp|O43829|ZBT14_HUMAN'],num,Molecular,Proteomics,-0.002671601,,-0.245167554,0.282451222,0.852195319,-0.408299962,-0.474096012,0.209276798,-0.719358777,0.033905233,0.117033335,-0.748775058,0.050863919,0.541339107,0.135170862
ATP6V1G1 sp|O75348|VATG1_HUMAN'],num,Molecular,Proteomics,0.158997183,-0.184307163,-0.494285139,0.428349925,-0.185508917,-0.426344719,-0.257830336,0.02599545,-1.352502665,-0.605002613,-0.102969005,-0.928135369,0.915978196,-0.618181262,-0.543525286
TRDMT1 sp|O14717|TRDMT_HUMAN'],num,Molecular,Proteomics,,0.17356729,,,,,,,-0.481066476,,,,,-1.201197475,
