Feature,Data_Type,Category,Sub_Category,ACH-000001,ACH-000048,ACH-000091,ACH-000116,ACH-000132,ACH-000291,ACH-000430,ACH-000443,ACH-000524,ACH-000527,ACH-000574,ACH-000617,ACH-000657,ACH-000663,ACH-000688,ACH-000696,ACH-000704,ACH-000713,ACH-000719,ACH-000811,ACH-000885,ACH-000906,ACH-000947,ACH-001063,ACH-001151,ACH-001374,ACH-001418,ACH-001630,ACH-002140,ACH-002149,ACH-002181,ACH-002182
AS601245 (GDSC1:207)_Sanger,num,Drug Screen,GDSC1_Sanger,2.95497658,1.581083538,,,,,1.558063506,,2.234225612,2.776797484,2.904346818,2.22311205,,1.380569049,,2.704103247,2.620529192,,,2.50246221,,,,,2.484593357,0.469228576,,,,1.878632528,,
ISPINESIB (GDSC1:208)_Sanger,num,Drug Screen,GDSC1_Sanger,,-8.327467887,,-3.147345592,,,,,,,,,-6.984503218,,,-4.586277822,,-4.551073696,,-6.133125128,-5.661788943,,,,,-6.790551388,,,,-6.454898132,,
AT-7519 (GDSC1:219)_Sanger,num,Drug Screen,GDSC1_Sanger,,-1.283974476,,,,,,,,-0.384013635,,,-1.435374462,3.112636036,-0.19403883,0.747447067,,,2.644827175,-1.228616235,-1.623492587,-0.048371424,,,,-2.337656923,,,,1.612914707,,
KIN001-201 (GDSC1:221)_Sanger,num,Drug Screen,GDSC1_Sanger,,2.993669997,,,,,,,,,,,,,,,,,,,,,,,,3.24913211,,,,,,
BX-912 (GDSC1:222)_Sanger,num,Drug Screen,GDSC1_Sanger,,,,,,,,,,,,,-0.64954991,,,,,,,,3.168412511,,,,,0.348203965,,,,1.901034436,,
KIN001-167 (GDSC1:223)_Sanger,num,Drug Screen,GDSC1_Sanger,,-1.251952846,1.504879187,,,,,,,1.910920268,-0.198058189,,0.060641642,,1.537846219,2.026971946,,,1.632128681,1.127948096,2.24730687,,,,,-1.52689481,,,,-1.155709271,,
AS-605240 (GDSC1:224)_Sanger,num,Drug Screen,GDSC1_Sanger,,2.753545436,,4.189243541,4.310004077,3.265520019,,,3.049224543,,3.981585989,,1.658048887,,,,2.449550249,4.215416108,,,,,,,,1.599431694,,,,3.912613464,,
GENENTECH CPD 10 (GDSC1:225)_Sanger,num,Drug Screen,GDSC1_Sanger,,-1.857657203,1.517637322,3.015671347,,,3.162151728,,,,3.103748832,2.265167983,1.47626832,3.07257822,1.660402072,,,3.15836002,3.278696348,1.544214191,1.357576084,,,,,-0.123915986,,,2.991790724,2.817172123,,
GSK-1070916 (GDSC1:226)_Sanger,num,Drug Screen,GDSC1_Sanger,,,,,,,,,,,,,-0.875121533,,,,,-5.545205551,,,,,,,,0.302471556,,,,,,
AKT INHIBITOR VIII (GDSC1:228)_Sanger,num,Drug Screen,GDSC1_Sanger,,2.04630022,2.821141091,,,2.431885381,3.204801481,,,,,,3.156241613,,,,,,3.2955646,2.392585565,2.803978789,,3.085848468,,,2.078325936,,,,,,
ENZASTAURIN (GDSC1:229)_Sanger,num,Drug Screen,GDSC1_Sanger,,2.690850477,,,,,,,,,,,2.389733542,,0.817215163,,,,,1.124490769,2.01061038,,,,,,,,,,,
QL-XII-47 (GDSC1:235)_Sanger,num,Drug Screen,GDSC1_Sanger,,-0.608346744,0.474826001,3.28917778,2.131168848,3.130085676,2.963533514,3.352938096,,2.214675334,3.039521636,3.029469729,-0.995820838,1.862602995,0.523719876,0.662519,2.525135465,3.155913103,,1.020075378,-1.5673842,1.111919071,2.577141215,,2.023898861,-1.764160568,,3.127334536,1.59507563,-0.148982693,,2.014175038
UNC 0683 (GDSC1:245)_Sanger,num,Drug Screen,GDSC1_Sanger,,3.760840558,5.00935905,4.117015024,,4.998894611,4.73944535,4.980168212,5.126669739,2.990848211,,4.649620995,3.60108982,3.963328609,4.476850322,3.07407817,5.18366394,4.052624167,3.797766519,3.170568201,,2.490491992,5.124862844,5.103458386,4.366188747,3.160237553,,,3.647141048,3.135864141,,4.027059565
CABOZANTINIB (GDSC1:249)_Sanger,num,Drug Screen,GDSC1_Sanger,,,,,,,,,,,,,2.011358512,,,,,,,,,,,,,1.791348718,,,,1.790954763,,
WZ3105 (GDSC1:252)_Sanger,num,Drug Screen,GDSC1_Sanger,,-2.118533373,,0.331585028,,,,,,-0.404162188,,,-2.754194378,,,0.106542724,,,-0.531115227,-1.176137693,,0.345333115,,,-1.808380452,-1.839034756,,,-1.06044359,,,
JW-7-24-1 (GDSC1:256)_Sanger,num,Drug Screen,GDSC1_Sanger,,,3.075521928,2.840491903,,2.512261983,3.272989039,3.330330309,3.162421186,2.457729519,2.785237552,3.003016689,,,2.769040901,2.735590905,2.627424177,3.024496938,2.34208743,,,3.073370791,,,2.921900063,1.049668198,,,2.416701801,1.752106748,,3.152631038
NPK76-II-72-1 (GDSC1:257)_Sanger,num,Drug Screen,GDSC1_Sanger,,2.601152313,,1.606135938,,,,,,,3.157808744,,2.275642,,,1.317443766,,,,2.600808251,,2.652473517,,,,2.054556388,,,,3.229990099,,
NG-25 (GDSC1:260)_Sanger,num,Drug Screen,GDSC1_Sanger,,2.753161686,,3.144670099,,,,,,,,,2.432759776,3.338463477,,3.06873909,,3.326493415,2.876161681,3.207082677,,0.965547894,,,,2.822649585,,3.201825749,3.16438659,3.139021543,3.33764878,
TL-1-85 (GDSC1:261)_Sanger,num,Drug Screen,GDSC1_Sanger,,,,,,,,,,,,,2.611901299,,,,,,,,,0.562421527,,,,2.747104635,,,,3.302968156,,
VX-11E (GDSC1:262)_Sanger,num,Drug Screen,GDSC1_Sanger,,,,,,,,,,,,,-0.669510535,,,,,,,,,,,,,,,,,,,
ACY-1215 (GDSC1:264)_Sanger,num,Drug Screen,GDSC1_Sanger,2.724260386,2.184187446,,2.623553357,,2.531718006,3.547489656,,2.671763732,3.438449571,1.30943265,,2.609854213,,3.958287536,3.28750831,,,2.552025572,3.477422652,,3.021782097,3.104724593,3.558674825,2.981225546,-0.786175925,4.005378518,2.530205611,-0.758155243,3.48563763,3.234552907,3.169051455
TUBASTATIN A (GDSC1:265)_Sanger,num,Drug Screen,GDSC1_Sanger,,,,,,,,,,3.097159723,,,,,,3.651434188,,,,,,,,,,2.645976532,,,,,2.330582676,
SEPANTRONIUM BROMIDE (GDSC1:268)_Sanger,num,Drug Screen,GDSC1_Sanger,,,,-4.610367288,,-4.925235408,,-4.729091978,,,,,,0.012881593,-5.607672255,,-3.654400099,-4.461020939,,,,,1.86575081,1.939951802,-5.541630604,,-4.28577327,,,,-3.88910699,
NSC-207895 (GDSC1:269)_Sanger,num,Drug Screen,GDSC1_Sanger,,,4.175501224,,-0.276972384,,,3.855145898,,,4.316386413,,,,3.446835714,,4.302426502,,,,,,,,,3.289806495,,3.734525824,3.485641449,,3.975519888,4.030093246
AR 42 (GDSC1:272)_Sanger,num,Drug Screen,GDSC1_Sanger,,-1.016656883,0.050544515,-1.582548782,1.321937923,-0.345925349,-0.503358731,0.721471218,-0.267048263,0.196476669,,,-1.104621546,0.770124513,-0.255684433,-2.570986264,0.584883914,1.987828403,-0.018175251,-0.942023771,1.862237826,-2.412636807,,,-1.238205284,-4.576763074,1.00645414,-0.917793764,-1.241116321,-1.311532742,-2.115239014,0.716728191
CUDC 101 (GDSC1:273)_Sanger,num,Drug Screen,GDSC1_Sanger,,-1.076568725,0.330431565,-2.950201509,-0.006562537,0.391394047,-0.64949073,-0.581808254,0.01451945,-0.52446915,,0.514564643,-1.078463785,1.420512947,0.565758429,-1.855926704,0.899008674,1.217901467,-2.109524785,-0.838725979,1.487361243,-0.723364728,,,-0.634015171,-3.118146683,-0.224680578,-2.401442786,-1.499329922,-0.927350403,-0.456495925,-0.051539521
BELINOSTAT (GDSC1:274)_Sanger,num,Drug Screen,GDSC1_Sanger,,-0.61187947,0.299076836,-1.490761399,1.22384435,1.517305932,-0.107640607,0.545713999,0.385410996,1.071147782,4.132669927,,-0.664998821,1.362846764,0.166940404,-1.701637761,1.090829201,2.648677315,0.059690912,-0.830984072,2.479101778,-0.851266165,,,-0.377459732,,1.228053048,-0.681885532,-0.558268438,-0.611692024,0.164069771,0.811417247
GSK525762A (GDSC1:275)_Sanger,num,Drug Screen,GDSC1_Sanger,,,,,,,,,,,,,,,,,,,,,,,,,,3.418693543,,,,0.463368644,,
CAY10603 (GDSC1:276)_Sanger,num,Drug Screen,GDSC1_Sanger,,0.389577033,1.412868951,-0.198114533,2.33784284,2.047148637,1.064467612,1.534908123,1.872639315,1.854038295,0.892902138,,0.280398515,2.360407634,1.410945762,-0.803660126,2.148311905,3.018157576,1.657510548,0.167937774,2.865506782,-0.559051016,,,0.662124563,-2.498632105,2.665524606,0.675875331,-0.085602317,0.040767145,1.64869796,1.926581234
BIX 02189 (GDSC1:279)_Sanger,num,Drug Screen,GDSC1_Sanger,,,,,,,,,,,,,4.222958348,,,,,,,,,4.25489894,,,,4.275354054,,,,4.125382235,,
ALECENSA (GDSC1:281)_Sanger,num,Drug Screen,GDSC1_Sanger,,,2.29927595,,,,,,,,,,,,2.287988595,,,,,,,,,,,,,,,,,
EKB 569 (GDSC1:282)_Sanger,num,Drug Screen,GDSC1_Sanger,,,,,,,,,,,,,0.253528987,,,,,,,,0.31228831,,,,,-1.08602639,,,,,,
EX-8678 (GDSC1:283)_Sanger,num,Drug Screen,GDSC1_Sanger,,-5.529493922,,-3.615774856,,,,,,,-6.467745043,,-8.234338496,-3.087147085,-3.908265632,-4.782001155,-5.071629606,,-3.183252027,-5.846155549,,,-3.076420412,,,-8.125969239,,,,-6.785584827,,
KIN001-244 (GDSC1:287)_Sanger,num,Drug Screen,GDSC1_Sanger,,,4.304339048,,,,3.884949676,,,,,,,,,,,,,4.308154467,,3.788106457,4.222368873,4.297666955,,3.704858365,,4.069052951,4.314453445,4.258484347,4.193108688,
KIN001-042 (GDSC1:289)_Sanger,num,Drug Screen,GDSC1_Sanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.530743552,,,
ACHP (GDSC1:290)_Sanger,num,Drug Screen,GDSC1_Sanger,,,,,,,,,,,,,4.270250607,,,4.011883787,,,,,,,,,,4.267821228,,,,,,
KIN001-266 (GDSC1:291)_Sanger,num,Drug Screen,GDSC1_Sanger,,4.236183417,4.073953067,3.092664149,3.749790684,,4.053271428,4.301377951,,4.175164015,,4.272039478,3.916505783,4.214211026,4.03269923,4.112916277,,,3.63953342,4.25046188,,3.993106131,,,,3.874806054,4.250960874,4.074267154,4.105741705,4.081081348,,4.184114164
AB1010 (GDSC1:292)_Sanger,num,Drug Screen,GDSC1_Sanger,,4.188868689,4.053684845,4.232359493,,4.132171111,4.188424628,,,,,,4.078638929,4.114622745,4.259302673,4.127418187,,,,4.26787338,4.237363884,4.234246037,,,,4.030872197,,,4.078511216,3.974784515,,
AMUVATINIB (GDSC1:293)_Sanger,num,Drug Screen,GDSC1_Sanger,,3.763478148,,,,,,,,,,,,,,,3.931488389,,,,,3.887763669,,,,,,,-0.558872182,3.979503498,,
MPS-1-IN-1 (GDSC1:294)_Sanger,num,Drug Screen,GDSC1_Sanger,,,,,,,,,,,,,3.45671331,,,3.52388994,,,,,,,,,,2.280355883,,,3.99211537,,,
BHG712 (GDSC1:295)_Sanger,num,Drug Screen,GDSC1_Sanger,,,,2.750025947,,,,,,,,,2.890416765,,3.127725294,,,,2.723232956,,,,,,,3.175811547,,,,,,
OSI 930 OSI930 (GDSC1:298)_Sanger,num,Drug Screen,GDSC1_Sanger,,,,,,,,,,,,,3.272633868,,,,,,,,,,,,,2.635992279,,,,,,
A-1065-5 (GDSC1:299)_Sanger,num,Drug Screen,GDSC1_Sanger,,-3.360559905,3.890669936,4.30713984,3.594749352,,,,,3.463893294,4.186754159,,-2.272434915,4.319503387,,,,,-1.380054396,,,3.257258522,,,,,,,2.507078049,,,
284461-73-0 (GDSC1:30)_Sanger,num,Drug Screen,GDSC1_Sanger,,,,,,,,,,,,1.084793279,,,,,,,,,,1.33064417,,,,,,,,1.909268399,,
CX 5461 (GDSC1:300)_Sanger,num,Drug Screen,GDSC1_Sanger,,,,,,,,,,,,,0.687671353,,,0.341062987,,,,,,1.048027967,1.391209259,,,-1.35266589,,,,0.356792813,,
PHA 793887 (GDSC1:301)_Sanger,num,Drug Screen,GDSC1_Sanger,,2.669559328,3.287267789,,,,,,,3.264769528,,,-1.416489339,,3.275467976,3.239955975,,-0.396618264,,,,,,,,-3.323066485,,,0.076665979,,,
PI 103 (GDSC1:302)_Sanger,num,Drug Screen,GDSC1_Sanger,,-2.150840004,1.0774109,2.054518106,,,,,,-2.588281513,1.484451673,,-3.491886819,1.896093247,1.679773676,-0.503263659,,,-0.711253972,-1.37781093,,,,,,-2.805457848,,,,-3.621301389,,
PIK 93 (GDSC1:303)_Sanger,num,Drug Screen,GDSC1_Sanger,,3.916767451,4.146311362,,,,,4.212314957,,,,,0.549038663,,2.997376495,4.181506196,,3.583780934,,,,,,,,2.270280477,,,3.978023878,3.874569963,,
SB 52334 (GDSC1:304)_Sanger,num,Drug Screen,GDSC1_Sanger,,2.109257761,,,2.844824765,,,,,,,,3.019841219,,,,,,2.646802358,,,,,,,,,,,,,
TPCA-1 (GDSC1:305)_Sanger,num,Drug Screen,GDSC1_Sanger,,3.984252794,,,,,,3.322966639,,,,,1.531345528,,,,,,,,,,,,,-0.107393227,,,,3.482949013,,
FEDRATINIB (GDSC1:306)_Sanger,num,Drug Screen,GDSC1_Sanger,,3.195794035,,,,,,3.335664171,2.93954859,3.153696125,1.944336549,,1.120425908,2.77988703,3.218718149,3.065164905,3.049127754,3.238757764,3.156804841,,3.283646936,3.296905194,,,,1.00153149,,,,2.015542096,,
EXEL-2880 (GDSC1:308)_Sanger,num,Drug Screen,GDSC1_Sanger,,-0.07598569,1.393685,-0.34996609,0.441518051,1.236032164,1.788542525,1.147715648,0.854152753,0.914147803,0.334567838,1.308999106,-2.219980434,0.377040964,-0.495842839,-0.112736626,0.381848134,-0.224356194,0.411540154,0.141029451,1.18137419,0.044852819,2.095432485,0.770877158,0.812866906,-1.963214512,0.715525643,0.313422962,0.183188763,-2.205845681,1.248487618,0.475708497
Y-39983 (GDSC1:309)_Sanger,num,Drug Screen,GDSC1_Sanger,,,,,,,,,,,,,2.943814031,,,,,,,,,,,,,4.268800876,,,,,,
YM 201636 (GDSC1:310)_Sanger,num,Drug Screen,GDSC1_Sanger,,1.717222814,2.250468742,,,,,2.154664312,,,,,2.098002468,,2.07753098,2.139852366,,,,,,,,,,2.25025002,,,,2.056903404,2.345632401,
WYE-125132 (GDSC1:317)_Sanger,num,Drug Screen,GDSC1_Sanger,,-3.744260971,,,,,-0.983502665,,,,,,-2.402401016,,,,,,1.466488197,1.167422177,,-0.824890107,,,,0.341179404,-3.27514045,,-2.637123699,,,-1.943026811
SNX 2112 (GDSC1:328)_Sanger,num,Drug Screen,GDSC1_Sanger,,-3.16295389,,,-1.137767113,-2.353750577,,,,,,,-5.091714002,,-1.91147965,-4.755152719,,-3.55633045,,-3.0005355,,-2.73409779,,,,-4.653008233,,,-3.78684952,-4.902575897,-3.540558621,
QL-XI-92 (GDSC1:329)_Sanger,num,Drug Screen,GDSC1_Sanger,,,,,,,,,,,,,3.115457332,,,,,,,,,,,,,2.930730563,,,,,,
XMD13-2 (GDSC1:330)_Sanger,num,Drug Screen,GDSC1_Sanger,,3.125824871,,,,,,,,,,,3.212942435,,,,,,,,,,,,,3.051136909,,,,3.324310511,,
QL-X-138 (GDSC1:331)_Sanger,num,Drug Screen,GDSC1_Sanger,,,3.265346592,3.204325719,,,,,3.356078812,,2.365288419,,,,3.109330182,,,2.242814182,0.616564761,,,3.294051282,,,,-1.971943554,,,0.90885242,-0.195097612,,
T0901317 (GDSC1:333)_Sanger,num,Drug Screen,GDSC1_Sanger,,,,,,,,,,,,,,,,,,,,,1.689907323,,,,,3.35435867,,,,,,
TENOVIN-6 (GDSC1:342)_Sanger,num,Drug Screen,GDSC1_Sanger,,3.493030655,4.073358094,3.284618095,3.885847205,3.385580249,2.615669359,,3.864117334,3.165633793,3.760666786,3.935007508,2.528839232,3.936786641,4.085072445,4.047449769,4.273777947,3.668549067,2.792610279,3.364667409,4.129502056,2.761836372,3.381783236,3.781708437,3.962719943,2.488069737,3.984911829,3.088875553,1.470850076,1.702758083,4.105379364,2.723926337
THZ-2-49 (GDSC1:344)_Sanger,num,Drug Screen,GDSC1_Sanger,,-0.268897896,2.687204096,1.749025336,,1.614156091,3.559376798,3.55228455,3.955758966,3.428588109,3.781866928,4.058140633,-0.989808346,3.019628794,,-0.032435678,3.435290844,1.406619743,0.533843717,1.732572612,1.585233718,2.579465525,,,0.987141064,-0.186834063,,,,4.014792239,,
CDK9 INHIBITOR (GDSC1:345)_Sanger,num,Drug Screen,GDSC1_Sanger,,,,,,,,,,,,,,,,,,,,,,,,,,4.163248765,,,,,,
THZ-2-102-1 (GDSC1:346)_Sanger,num,Drug Screen,GDSC1_Sanger,,-5.625416103,-3.479592042,-2.782820783,-4.187129424,,,,,-3.34618035,-3.394905326,,-5.89655423,-2.092697688,,-5.199014393,-0.219720216,-3.102450699,,-4.447422544,,-2.878467882,,,-3.892151678,-4.84349292,-2.709333988,,-4.276995485,-5.814276362,0.026733925,
NVP-TAE 684 (GDSC1:35)_Sanger,num,Drug Screen,GDSC1_Sanger,,,,,,,,,,,,-0.724358464,,,,,,,,,,,,,,,,,,-0.092705217,,
AT7867 (GDSC1:356)_Sanger,num,Drug Screen,GDSC1_Sanger,,,,,,,,,,,,,2.864818766,,,,,,,4.311038434,,4.181762185,,,,2.064555709,,,2.024368788,2.829108801,,4.167954309
CI-1033 (GDSC1:362)_Sanger,num,Drug Screen,GDSC1_Sanger,,1.794262887,,2.682991809,3.466256763,,3.40046498,4.11408098,4.04282556,2.922429833,,4.036057913,3.491008187,,,,,2.366499543,3.247891551,,4.163523722,4.081793291,4.023629658,3.397829737,,1.890219292,2.996649371,3.682165491,,2.229078237,,
PF-00299804 (GDSC1:363)_Sanger,num,Drug Screen,GDSC1_Sanger,3.462904662,2.886835115,4.092096065,2.882535785,3.726938305,3.919037617,3.23535457,,3.171963177,4.214363663,3.376548926,3.611680866,2.63527993,3.955531313,3.984737924,,4.259474558,2.835842248,2.520795045,3.384986758,3.820728041,3.022319124,4.104086548,3.723584129,4.155837416,2.497398616,2.521733067,3.134050667,2.199820416,2.302541031,3.376206699,3.492119976
TWS119 (GDSC1:366)_Sanger,num,Drug Screen,GDSC1_Sanger,,1.555888382,,,2.192211207,,4.073585737,,,2.868629245,3.416374392,,2.664150359,,,,,2.6925618,3.352771471,2.722895554,3.331614801,,,2.669442153,,0.974445989,2.501640527,,2.935582929,3.074726729,,2.675001165
TORIN 2 (GDSC1:371)_Sanger,num,Drug Screen,GDSC1_Sanger,2.668278184,,3.6174469,0.405857448,1.329173327,-0.536941384,-2.042029002,,1.199464154,1.614186617,1.692645245,,-3.15195245,1.997821404,3.051732317,1.497145733,-0.223911368,-1.828526223,,0.772386481,4.104552353,,,2.956195757,,,,,-3.082087047,,2.50497555,-1.348649551
PILARALISIB (GDSC1:372)_Sanger,num,Drug Screen,GDSC1_Sanger,,3.909013889,,,,,4.063504014,,,,,,4.176885006,,,,,,,,,,,,,3.420584531,4.157143325,,,,,
GSK1059615 (GDSC1:374)_Sanger,num,Drug Screen,GDSC1_Sanger,3.30536818,-0.533127774,2.510422227,1.580412531,1.392150154,1.056199876,0.697025394,,1.614874064,2.326144322,1.176787401,,0.067343996,3.67080373,1.143679954,3.089312219,-0.537575696,0.115625951,-0.275577849,0.968445513,3.250621822,1.962322219,0.902368615,-0.796275512,4.033849476,-1.402504161,-1.0307486,1.328498903,0.460406844,-0.33197124,1.403995639,0.739336859
SAR245409 (GDSC1:375)_Sanger,num,Drug Screen,GDSC1_Sanger,,4.1122427,,,,,,,,,,,,,,,,,,,,,,,,4.301648469,,,,,,
BIBF-1120 (GDSC1:380)_Sanger,num,Drug Screen,GDSC1_Sanger,,3.375536123,,,,,4.070154189,,,,2.453567361,4.264346765,2.508451798,,,3.974047859,,,,3.870367804,,,3.572725808,3.760978721,4.303435141,2.288732901,,,,1.280497286,,
AST-1306 (GDSC1:381)_Sanger,num,Drug Screen,GDSC1_Sanger,4.128032283,1.566278372,3.175475047,2.453041881,2.381633127,,2.864009073,,2.225464949,3.721269559,2.409745322,2.608308388,2.937324586,,2.940117681,2.892310328,,2.096453159,2.913072572,3.625913074,,2.751640348,3.602276261,2.846656316,3.322167213,1.737288836,0.99217271,2.389085586,2.510355571,1.7001956,2.787513732,2.494550208
APITOLISIB (GDSC1:382)_Sanger,num,Drug Screen,GDSC1_Sanger,,-0.852755598,,1.414481866,2.448823043,1.440586546,0.403720781,,2.182186539,,2.548599723,0.306792656,-0.297538725,,2.387436768,3.594315544,-0.018609409,2.903828253,0.964792259,1.031891601,3.294118365,1.161879552,-0.345658127,,,-0.861662351,-1.278595899,0.38773771,-0.514307059,-2.985971851,0.495571984,1.167559313
KB NB 142-70 (GDSC1:407)_Sanger,num,Drug Screen,GDSC1_Sanger,,2.215250847,,,3.598913921,,2.731419694,,,,,,1.905459043,,,,4.163975857,2.701083742,3.710188901,,4.319631335,3.558922268,3.717288602,,,2.394966882,,2.551280917,2.001010764,2.64720249,,
NSC 83265 (GDSC1:41)_Sanger,num,Drug Screen,GDSC1_Sanger,,,,,,,,,,,,2.174233007,,,,,,,,,,,,,,,,,,-0.657236796,,
CPI-613 (GDSC1:415)_Sanger,num,Drug Screen,GDSC1_Sanger,7.442921013,6.431332731,7.790660667,6.799191369,7.754008912,,7.173977386,7.58245984,7.19977297,7.726475445,7.303417064,,,,7.877453609,7.023467211,6.666472767,7.126938955,7.842345581,,7.924302509,7.966945823,7.127181099,,,6.569197252,7.52037044,,7.780128683,7.649238683,7.781540423,7.834331767
CAY10566 (GDSC1:416)_Sanger,num,Drug Screen,GDSC1_Sanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.972899232,,,
ALISERTIB (GDSC1:431)_Sanger,num,Drug Screen,GDSC1_Sanger,,,,,,,,,,0.612184544,,,,,,,,-0.291403817,,,,,,,,-0.422221166,,,,,,
FLAVOPIRIDOL (GDSC1:432)_Sanger,num,Drug Screen,GDSC1_Sanger,-2.591013422,-3.228435922,,,-2.447024819,,,,-2.155751,-1.343872977,-0.420288213,-0.538191918,-2.513009263,,-1.93729024,-2.704238703,,-1.92932404,-1.228954299,,,-1.490024376,0.44288827,,,-3.396061139,-2.085943079,,-4.104567203,-2.918258599,,
C-75 (GDSC1:435)_Sanger,num,Drug Screen,GDSC1_Sanger,,4.300656262,,,,,,,,4.16956677,,,,,,,,,,,,,,,,3.211879848,3.947779737,,,,,
"CAP-232, TT-232, TLN-232 (GDSC1:436)_Sanger",num,Drug Screen,GDSC1_Sanger,,,,,,4.321723473,,,3.468993179,,4.133637929,4.088245884,,,3.671941395,,,4.20380319,,4.072136364,,4.035719763,,,4.226488704,4.073766675,,,4.289733306,3.552481172,,
TRICHOSTATIN A (GDSC1:437)_Sanger,num,Drug Screen,GDSC1_Sanger,-3.01461324,-3.251168392,,,-0.194163144,-2.498211434,-1.777914698,,-2.472101387,-2.109298572,-3.638866836,-0.592859428,-3.067622736,-0.886615217,-0.583272244,-2.702535845,-0.652468008,,-1.346557826,-1.468323533,-1.555756532,-1.842978419,,-0.669867331,-0.515197257,-4.736931857,-1.253121478,,-3.042779718,-1.633253771,-1.728190723,-1.941769122
FARYDAK (GDSC1:438)_Sanger,num,Drug Screen,GDSC1_Sanger,-5.061284962,-2.905228629,,,-1.657761222,-3.85702512,-3.326876329,,-4.838543236,-3.536362482,-4.892846368,-2.006260619,-4.217871741,-3.498290009,-3.383313024,-4.607540097,-1.001275026,,-2.155660793,-4.26392143,-2.641029474,-4.362119749,,-2.829690728,-4.886034007,,-3.001291086,,-4.883095954,-3.06752158,-4.213987353,-3.784440599
LCL161 (GDSC1:439)_Sanger,num,Drug Screen,GDSC1_Sanger,,,,,,,,,,,,,,,,,,,,-3.914485933,,,,,,,,,,,,
IMD-0354 (GDSC1:442)_Sanger,num,Drug Screen,GDSC1_Sanger,,-0.892309044,2.356809834,0.935682043,0.613078447,1.579767104,-0.294839119,,2.92618104,0.086899912,1.046910474,,-0.130436161,1.958423332,2.448176027,2.856809845,0.883911561,-0.19201174,0.219785615,,2.18907586,0.011372711,-0.200369161,0.619389353,,-1.616754774,-0.089682976,,-0.263901236,0.503346005,3.487970098,-0.474695534
MIM 1 (GDSC1:446)_Sanger,num,Drug Screen,GDSC1_Sanger,,3.624243587,,5.203947443,4.392161219,5.321619503,,4.583559343,3.52870559,5.113210335,,4.029256751,,4.31785927,,4.699682519,5.229885495,,,,5.258501869,4.596197576,5.145453237,5.04437873,,3.533862689,,,4.279274806,3.5785037,,
CD532 (GDSC1:449)_Sanger,num,Drug Screen,GDSC1_Sanger,0.826724837,-0.817195131,,,1.643280121,-0.058458616,-0.642510399,1.671866362,1.544750635,0.883973682,0.621643975,1.151919682,0.320459432,,2.175460671,0.507840625,2.000962878,0.875333399,-0.10686201,1.359760816,2.223698531,0.689575945,-0.239753779,1.090811443,0.460470122,-0.23154981,0.019526055,0.044105865,0.114446556,0.503203541,,0.435623807
GAMMA-SECRETASE INHIBITOR 1 (GDSC1:45)_Sanger,num,Drug Screen,GDSC1_Sanger,,,,,,,,,0.322747081,,,0.303306074,,,,,,,,,,0.347133859,,,,,,,,0.177281726,,
NSC319726 (GDSC1:461)_Sanger,num,Drug Screen,GDSC1_Sanger,-8.459868428,-9.752798257,,-5.849562588,-9.162329998,,,,-3.588096986,,,-8.852790429,-7.846226038,,,,,,,,,,,,,-5.731534625,,,-9.778625393,-8.878620862,,
ARRY-520 (GDSC1:474)_Sanger,num,Drug Screen,GDSC1_Sanger,-6.454265392,-9.490193884,,,-8.201675798,,,,,,,,-7.98268819,,,-7.552501567,,-6.321537808,,,,,,,,,-4.907288175,,,-6.012115172,,
SB 505124 (GDSC1:476)_Sanger,num,Drug Screen,GDSC1_Sanger,1.287067543,1.464283918,,,2.160786296,,,,,1.88306796,,2.968071466,1.267409801,,,,,,,,,,,,,,,,,2.353583808,,
LDN-193189 (GDSC1:478)_Sanger,num,Drug Screen,GDSC1_Sanger,3.146243148,0.673746468,1.840619882,1.786271216,1.820296633,2.362439878,1.673660123,2.353968921,1.39068345,1.8408681,0.978553445,1.387700069,0.914947514,2.163094013,1.54630523,0.62996353,1.89274679,1.638311136,2.24611555,1.964577922,0.705979095,0.889436614,2.107586487,,1.803898897,0.572568515,3.063771482,2.245867943,1.578474714,0.44774509,2.153327779,1.584954597
SU-11248 (GDSC1:5)_Sanger,num,Drug Screen,GDSC1_Sanger,,,,,,,,,2.537701508,,,,,,,,,,,,,,,,,,,,,2.500596012,,
DASATINIB (GDSC1:51)_Sanger,num,Drug Screen,GDSC1_Sanger,,,,,,,,,-4.216640483,,,,,,,,,,,,,,,,,,,,,-5.162563979,,
CGP 60474 (GDSC1:53)_Sanger,num,Drug Screen,GDSC1_Sanger,,,,,,,,,-4.551787934,,,-3.124087041,,,,,,,,,,-2.422698975,,,,,,,,-6.033729943,,
FINGOLIMOD HYDROCHLORIDE; GILENYA; TDI-132; IMUSERA; GILENIA (GDSC1:546)_Sanger,num,Drug Screen,GDSC1_Sanger,3.840118382,2.345030504,4.225968803,3.423142218,3.086257758,2.912768215,4.037491131,3.189233666,2.707171085,3.631003848,3.061557698,3.812913583,3.808849524,4.067017215,3.883287076,2.620310849,3.311576029,3.058378625,3.063934169,3.942772248,3.859674304,3.218516094,3.742378177,4.019635283,3.286953728,2.711547506,3.119514713,4.19167395,0.971928518,3.038994038,3.231368243,2.762178931
