depmap_id,Data_Type,Category,Sub_Category,ACH-000001,ACH-000048,ACH-000091,ACH-000116,ACH-000132,ACH-000291,ACH-000430,ACH-000443,ACH-000524,ACH-000527,ACH-000574,ACH-000617,ACH-000657,ACH-000663,ACH-000688,ACH-000696,ACH-000704,ACH-000713,ACH-000719,ACH-000811,ACH-000885,ACH-000906,ACH-000947,ACH-001063,ACH-001151,ACH-001374,ACH-001418,ACH-001630,ACH-002140,ACH-002149,ACH-002181,ACH-002182
AG-014699 (GDSC1:1175),num,Drug Screen,GDSC1_AUC,0.958150721,0.959755101,0.951666737,0.937432529,0.96585902,,0.976121135,,0.948708126,0.937619561,0.994868233,0.99774471,0.804597329,0.966430554,0.983470407,0.88474185,0.970682713,,,0.997423152,0.924169122,0.9793557,0.955388161,0.968359274,,0.884149929,0.992836156,,0.943655415,0.913606729,,0.992453765
LAPATINIB (GDSC1:119),num,Drug Screen,GDSC1_AUC,,,,,,,,,0.973870867,,,0.911313362,,,,,,,,,,,,,,,,,,0.966815798,,
GSK 269962A (GDSC1:1192),num,Drug Screen,GDSC1_AUC,0.939326319,0.836397655,0.989017141,,0.986953054,0.87984212,0.897162107,,0.99749572,0.950899218,0.95577212,0.9545322,0.818114788,0.709744467,0.594125521,0.904123289,0.969184629,,0.904741091,0.839157971,0.887822699,0.974189214,0.837242775,0.905367885,0.856192259,,0.998159549,0.903234236,0.876303683,0.83406186,0.836674693,0.70835332
SB 505124 (GDSC1:1194),num,Drug Screen,GDSC1_AUC,,0.812310376,,,,0.953076609,0.949878964,,0.993447829,,0.930612342,0.961210193,0.967964535,0.900176635,0.945825364,,,,0.978445175,,0.993850018,,0.979212444,0.854538349,0.955938405,,0.990715472,,,0.864667133,0.995191745,0.997530959
ICI-46474 (GDSC1:1199),num,Drug Screen,GDSC1_AUC,0.989793626,0.861629149,0.985317864,,,0.991367208,0.955468384,,0.998977037,,0.970884182,0.967163101,0.974079472,0.959796597,,0.994050836,0.965529772,,0.984168815,0.981903988,0.991808018,,0.967702161,0.917585715,0.981737849,,,0.982577354,,0.96072084,0.86119505,0.991442414
QL-XII-61 (GDSC1:1203),num,Drug Screen,GDSC1_AUC,0.982604982,0.954346933,0.9923859,,,0.977766963,,,,,,,0.750620894,,0.971226202,0.957010814,,,,,0.91725024,,0.912880688,0.864286176,,,0.980540108,0.953540532,0.922663487,0.907965164,,0.67603139
(+)-JQ-1 (GDSC1:1218),num,Drug Screen,GDSC1_AUC,,0.911412918,,0.982561318,0.947091163,0.995434651,0.989258282,,,,0.796431924,0.924791758,,,0.946938245,0.984037114,0.976122065,,,0.964537056,,,0.96795051,0.909908598,0.967227685,,0.986628178,0.99756296,0.880599485,0.934341313,0.920816328,
PFI-1 (GDSC1:1219),num,Drug Screen,GDSC1_AUC,0.919049915,0.864903998,0.967436476,0.886605795,0.86655959,0.898850033,0.88351992,0.886786873,0.851689102,0.897284469,0.831210804,0.868969732,0.88768802,0.73726092,0.952199546,0.871189516,0.904278215,,0.729417059,0.873987122,0.923048479,,0.897934251,0.807150655,0.867326862,,0.906608698,0.856629582,0.746633558,0.794985553,0.777719678,0.885569741
AK176060 (GDSC1:1230),num,Drug Screen,GDSC1_AUC,,0.933451121,,,0.96414888,,0.939362294,0.762231894,0.830765498,,0.954788806,0.967302448,,,0.983683668,0.951928037,,,,,,0.99634421,0.967905087,0.870932555,,,0.941843049,0.978980273,0.851064011,0.908175289,,0.922685266
UNC 0683 (GDSC1:1236),num,Drug Screen,GDSC1_AUC,0.919105821,0.95912489,0.973895544,0.988126954,0.985103222,0.965940696,0.926760992,0.941160086,0.968263431,0.953033843,,0.866509845,0.957198885,0.86279945,0.951813512,0.925411731,,,0.961289351,0.9591718,0.965057239,0.848858832,0.988568529,0.852764276,0.916436075,,,0.925200705,0.715003662,0.893466034,0.953950002,0.946074207
YK 4-279 (GDSC1:1239),num,Drug Screen,GDSC1_AUC,0.668020018,,0.830047386,0.806835207,,,,,,0.904909961,0.898771735,0.798475381,0.790237289,0.782437838,,0.803559974,0.799311439,,0.797033083,0.783663379,0.681144053,0.963110336,0.807659106,,0.842103863,,0.796870004,0.811094917,,0.810648482,0.952218431,0.562938446
LADUVIGLUSIB (GDSC1:1241),num,Drug Screen,GDSC1_AUC,0.910627306,,0.92211159,0.976004665,0.91853958,,0.912953061,0.839638152,0.873122636,0.923837993,0.95577385,0.983655575,0.859846393,0.925814103,0.880277079,,0.986886941,,0.827101717,0.901126108,0.865810212,0.9794566,,0.929405981,0.926932103,,0.936647461,0.977166231,0.904034056,0.891203501,,0.900650332
(5Z)-7-OXOZEAENOL (GDSC1:1242),num,Drug Screen,GDSC1_AUC,0.840083327,0.627692351,0.736946882,0.844012545,0.625987741,0.965406511,0.550153962,0.962880965,0.843451544,0.705148888,0.743053876,0.746037578,0.715187718,0.733375124,0.71723136,0.732479349,0.607445192,,0.481004908,0.868461279,0.653733175,0.669661424,0.702609259,0.706399183,0.574460342,,0.795092359,0.493631514,0.550711441,0.640965615,0.928943643,0.472452722
PIPERLONGUMINE (GDSC1:1243),num,Drug Screen,GDSC1_AUC,0.812008583,0.89837708,0.857600705,0.933087824,0.87959654,0.958734317,0.800321547,0.966065183,0.936324751,0.861472333,0.886740584,0.874359564,0.927996854,0.805733339,0.806832623,0.819596867,0.745186636,,0.76205222,0.899771016,0.741740471,0.902786543,0.705264335,0.732695034,0.798096873,,0.842761685,0.823331671,0.800218607,0.763833948,0.884448715,0.785138772
APO866 (GDSC1:1248),num,Drug Screen,GDSC1_AUC,0.580948067,0.495826132,0.734588127,0.795799192,0.577050304,0.68081844,0.550503191,0.932597734,0.711760172,0.710417282,0.880604609,0.653066164,0.245187011,0.693388589,0.64953198,0.331659607,0.724347614,,0.683819231,0.643129058,0.498031775,,0.362982343,0.479835658,0.345575389,,0.783662682,,0.117210013,,0.797732854,0.928641956
TALAZOPARIB (GDSC1:1259),num,Drug Screen,GDSC1_AUC,0.805143502,0.750373811,0.87680521,0.794175037,0.709411297,0.879676871,0.582888721,0.890517483,0.831687471,0.89295838,0.939307,0.822595909,0.594802651,0.841866472,0.828397047,0.595778981,0.742081613,,0.966998776,0.805250277,0.551749975,0.734268551,0.77481459,0.76412795,0.841465853,,0.769437624,0.7602407,0.805470253,0.686034016,0.955772972,0.65680037
RTRAIL (GDSC1:1261),num,Drug Screen,GDSC1_AUC,0.702110317,,0.980388622,,0.937752601,,0.935703838,,0.984942488,0.988656618,0.929411669,0.980985899,0.971957261,0.896393598,,0.981358755,,,0.999899411,,0.981086044,,0.894852948,0.810795608,0.844942551,,,0.988770035,,,,0.964278588
UNC-1215 (GDSC1:1262),num,Drug Screen,GDSC1_AUC,,,0.994681221,,0.976476925,,,,0.95975188,0.996544326,0.985549497,,,,0.903428808,,,,,,,,,,0.991497064,,0.998307204,0.997151347,,,,0.981721141
UNC0642 (GDSC1:1263),num,Drug Screen,GDSC1_AUC,0.990266759,,,,0.9662438,,,,0.999067336,,,,,,0.995650086,0.978995959,,,,,0.97845499,,,0.995040609,,,0.978876123,,,,,0.974785548
SGC0946 (GDSC1:1264),num,Drug Screen,GDSC1_AUC,,,0.962963423,,,0.968381586,,0.990611572,0.99858882,,,,0.996554219,0.981676162,,0.970321276,,,,,0.923759055,,,0.990111221,,,0.988923519,,,,,0.958373299
ICL1100013 (GDSC1:1266),num,Drug Screen,GDSC1_AUC,0.808407782,0.555467189,0.852171822,0.74380304,0.736804901,0.939365355,0.708514251,0.950266849,0.837747474,0.803123562,0.905587754,0.765487303,0.583117819,0.762263276,,0.682027338,0.767838592,,0.60129343,0.728640666,0.550812888,0.663058237,0.738358702,0.641870452,0.623788775,,0.916904256,0.750342784,0.499054136,0.770108883,0.821512637,0.731116728
NVP-XAV939 (GDSC1:1268),num,Drug Screen,GDSC1_AUC,0.937993522,,,0.930306012,0.813501973,0.902078838,0.963298548,,0.964369779,0.895666264,0.951660626,0.855396896,0.986552311,0.961737785,,0.972382285,0.871849323,,0.914393711,0.923583674,0.960313455,,0.914894767,0.880388094,0.978874064,,0.965138468,0.960549974,0.884468768,0.913157363,0.87951782,0.83944157
GSK 269962A (GDSC1:127),num,Drug Screen,GDSC1_AUC,,,,,,,,,0.927984173,,,0.924283341,,,,,,,,,,0.895752691,,,,,,,,0.727034868,,
DOXORUBICIN (GDSC1:133),num,Drug Screen,GDSC1_AUC,0.763213958,0.322147564,,0.747612945,,0.728500358,0.871424802,0.898332931,0.64437667,0.714293891,0.896554823,0.69600301,0.384155334,0.765852649,,0.546698081,0.694138667,0.851115391,0.757354068,0.516762903,0.859498269,0.888768787,,,0.677296155,0.269208343,,,,0.343925276,,
ETOPOSIDE (GDSC1:134),num,Drug Screen,GDSC1_AUC,0.910160896,0.355844457,,0.700389696,,0.629642076,0.747016973,,0.551244667,0.849651509,0.858586635,0.772286962,0.624831931,0.76803344,,0.615690151,0.829133393,0.910448468,0.899882841,0.843108026,,0.935129682,,,0.667624536,0.189330238,,,,0.521193618,,
GEMCITABINE (GDSC1:135),num,Drug Screen,GDSC1_AUC,0.675096231,0.11544379,,0.596369856,,0.58036634,0.613844581,0.970432841,0.94334575,0.685470887,0.977603357,0.709444484,0.253711187,0.367203446,,0.24621739,0.653417058,0.622312566,,0.530327146,0.969435404,0.659409363,,,0.591318444,0.204080795,,,,,,
MITOMYCIN-C (GDSC1:136),num,Drug Screen,GDSC1_AUC,0.572242939,0.184318306,,0.51989109,,0.419528633,0.386155143,0.761650194,0.486153811,0.766554653,0.929136007,0.551237021,0.25389651,0.366793473,,0.363954018,0.325448927,0.362730088,0.75134607,0.374637051,0.630389862,0.607492776,,,0.495249243,0.150783118,,,,0.386179121,,
PLX 4720 (GDSC1:1371),num,Drug Screen,GDSC1_AUC,0.990703978,,,0.960670407,0.94685325,0.919474565,0.937590361,,,,0.945993826,,,0.977057849,0.793776479,,0.962865206,,0.93604018,0.967440504,0.941035265,0.756250305,,0.937846191,0.970093496,,0.99454253,0.99755916,0.96641338,0.932050229,,
TRAMETINIB (GDSC1:1372),num,Drug Screen,GDSC1_AUC,0.976692414,0.710785612,0.699657472,0.853108631,0.466439778,0.240173297,0.486267808,0.831192519,0.83404027,0.69627292,0.767262442,0.56973545,0.600826125,0.680675454,0.627330654,0.736624187,0.688332324,,0.508705071,0.792295987,0.643055888,0.415831048,0.747326513,0.691863056,0.374530675,,0.765888503,0.647040785,0.386530971,0.767763103,0.493285451,0.531520265
DABRAFENIB (GDSC1:1373),num,Drug Screen,GDSC1_AUC,0.986423916,0.840603795,0.869649056,,0.830105635,,0.763029023,0.976445251,,0.924466078,0.98969604,0.960032816,0.963803579,0.813619066,0.801126982,,0.832016565,,0.772093878,0.851290572,,0.413018033,0.866194179,0.668103905,0.900758359,,0.896271934,0.942691553,0.674696232,,0.943969235,0.987804192
M-39831 (GDSC1:1375),num,Drug Screen,GDSC1_AUC,,0.88435995,,0.982040502,0.953821607,0.966196856,0.968876525,,,,0.983579676,,0.990173676,0.988378404,,,0.909504944,,,,,0.992980783,0.945308918,,,,,,0.990411841,,0.882293109,0.979871469
AFATINIB (GDSC1:1377),num,Drug Screen,GDSC1_AUC,0.943155434,0.712731539,0.966513203,0.847346457,0.706091874,0.898203972,,0.997294082,0.938286543,0.748086882,0.927191408,0.829041939,0.994956295,0.765630795,0.852880589,0.890377416,,,0.514756413,0.852285346,0.919888491,,0.939871318,0.798265158,0.914705637,,0.76404395,0.826715652,0.876139312,0.942379593,0.460724758,0.829768027
BLEOMYCIN (50 UM) (GDSC1:1378),num,Drug Screen,GDSC1_AUC,0.604333518,0.541355319,0.579085379,0.779274587,0.541985894,0.923856894,0.519156233,,0.781777151,0.762401284,0.846211016,0.764511617,0.87364931,0.593071074,0.63589772,0.420405285,0.749033639,,0.587652636,0.683089026,0.469398769,0.434022153,0.69856612,0.601513891,0.487314376,,0.757954881,0.521697901,0.390622454,0.370959559,0.712028176,0.636842979
EXELBINE (GDSC1:140),num,Drug Screen,GDSC1_AUC,0.658114637,0.40200633,,0.760495048,,0.814551001,0.893209583,0.963304987,0.561903913,0.808317734,0.865012211,0.512303828,0.704793798,0.804178681,,0.66068422,0.871296201,0.888809994,0.900545491,0.680536966,0.777076968,0.994449484,,,0.839316983,0.466879412,,,,0.628157729,,
NSC 87877 (GDSC1:147),num,Drug Screen,GDSC1_AUC,0.995913265,0.933002281,,,,0.893615067,,0.98747405,0.971174953,0.934981003,,,0.974514947,,,0.936898925,0.963644116,0.974955138,0.908592415,,0.872145879,0.978895157,,,0.970211251,,,,,,,
SN38 (GDSC1:1494),num,Drug Screen,GDSC1_AUC,0.700851139,0.55859752,0.607296756,0.639333069,0.603305898,0.763647296,0.538454432,0.973109026,0.930508692,0.82924766,0.87777795,0.840736899,0.703344937,0.781580485,0.737056193,0.611187378,0.674064236,,0.868609558,0.811633231,0.572130602,0.653365359,0.624348079,0.59741458,0.788036846,0.391477505,0.717314394,0.605814568,0.534541777,0.641309239,0.899849082,0.691509434
OLAPARIB (GDSC1:1495),num,Drug Screen,GDSC1_AUC,0.95199577,0.969114594,0.980841197,0.876252732,0.926002379,0.993936668,0.935426648,,0.97374565,0.945167463,0.972767568,0.975540199,0.937029894,0.982728388,0.83462693,0.893122772,0.87512454,,0.908868454,0.928090673,0.873689635,0.977512239,0.889863667,0.964767779,0.830325056,,0.952544509,0.940506408,0.912441379,0.952067419,0.923161867,0.953526959
ARRY-886 (GDSC1:1498),num,Drug Screen,GDSC1_AUC,,0.834315026,0.840030126,0.888401304,0.700711228,0.577518151,0.760647888,0.802528458,0.823769683,0.812081782,0.847829437,0.741883686,,0.827503821,0.848495132,0.880541142,0.820548437,,0.597244306,0.868199247,0.765764958,0.611348888,0.823330279,0.721817329,0.572102079,,0.813865663,0.847434735,0.758413397,0.899718784,0.656379438,0.718629403
BICALUTAMIDE (GDSC1:150),num,Drug Screen,GDSC1_AUC,0.995370569,0.977728361,,,,,,0.98979351,,,,,0.959038159,,,,0.984816031,0.998881395,0.990077747,0.980767529,,,,,,,,,,,,
BICALUTAMIDE (GDSC1:1502),num,Drug Screen,GDSC1_AUC,,0.914248827,0.961607411,,,0.956799906,,,,0.981860399,0.993836505,0.97358004,0.981717196,0.962440988,0.958198594,,,,0.95240084,0.925153789,0.989878901,0.990065296,0.945189064,0.934921229,0.93656041,,,,,0.954886012,0.91870514,
944328-88-5 (GDSC1:151),num,Drug Screen,GDSC1_AUC,0.982634206,0.887006575,,0.949994595,,0.946038081,0.917961296,,0.828456999,0.975966682,,0.903616797,0.832222977,,,0.956512866,0.987694711,0.999069777,0.951544568,0.931693368,0.796899432,0.971094904,,,,0.926373504,,,,0.943336379,,
1080622-86-1 (GDSC1:152),num,Drug Screen,GDSC1_AUC,0.920947234,0.625854352,0.888514862,0.925563895,0.825659666,0.855900227,0.931089171,0.894838552,0.879348458,0.881861677,0.869997453,0.84447455,0.777585507,0.832032935,0.789067089,0.8382413,0.914542914,0.835769794,0.834390302,0.792056837,0.842916627,0.886513906,0.941253085,0.944624279,0.888529713,0.606470519,0.872264513,0.82886156,0.864633621,0.674129972,0.983923203,0.931750664
BAY 869766 (GDSC1:1526),num,Drug Screen,GDSC1_AUC,0.929464302,0.825458827,0.815606724,0.982147838,0.734301236,0.548955527,0.774063477,,0.90900797,0.89179059,0.856190653,0.857973766,0.940014213,0.7918461,0.822606841,0.846837791,0.812802081,,0.671136486,0.902959839,0.849876261,0.846624512,0.76396619,0.767211545,0.586034341,,0.888508823,0.851991728,0.777302284,0.92830926,0.666408179,0.686842023
PICTILISIB (GDSC1:1527),num,Drug Screen,GDSC1_AUC,0.693851666,0.736241901,0.894660622,0.7262276,0.647877105,0.812519905,0.911898959,,0.783847468,0.80680854,0.853688652,0.805204812,0.830720614,0.669445595,0.643919687,0.875713118,0.613908725,,0.68268803,0.79095305,0.941905313,,0.723981693,0.748464271,0.72746854,,0.803200953,0.769213794,0.776153166,0.756203823,0.63410936,0.705367081
PEVONEDISTAT (GDSC1:1529),num,Drug Screen,GDSC1_AUC,0.886773417,,,0.998124267,,,,,,0.952731241,,0.955546529,0.865991667,,,,0.86227992,,0.883376271,0.981198579,,0.855260658,0.923971605,,0.865235402,,,,,0.959846781,0.942521178,
BENZOYLSTAUROSPORINE (GDSC1:153),num,Drug Screen,GDSC1_AUC,0.959203393,0.777403654,,0.858237496,,0.892904465,,0.94989612,0.911927508,,,0.959621186,0.878217689,0.785311327,,0.927187382,0.941726422,0.982191544,0.872035766,0.928079633,0.823758255,,,,0.871261361,0.763770857,,,,0.732931498,,
AOB2221 (GDSC1:1530),num,Drug Screen,GDSC1_AUC,0.990850254,0.909558052,0.983360514,0.939151082,,0.963211215,0.998703182,,0.994544119,,,,,0.964080283,,,0.992966442,,0.99471487,,0.983603616,,,,,,0.980224128,,,,,
LADUVIGLUSIB (GDSC1:154),num,Drug Screen,GDSC1_AUC,0.948434869,,,0.887548731,,,0.777019269,,0.948901048,0.943260819,,,0.988560709,0.872541532,,,,0.979985462,0.85489215,0.889490064,0.967311687,0.984078501,,,,0.859007109,,,,,,
AP-24534 (GDSC1:155),num,Drug Screen,GDSC1_AUC,0.99152646,0.896045733,,0.972753369,,0.952692442,,0.997562138,0.859579695,0.974537405,0.9307149,0.847003783,0.87883669,0.886803384,,,0.960691709,0.990335232,0.998562154,0.990986482,0.960856281,,,,0.952224275,,,,,0.931850107,,
AK-55409 (GDSC1:156),num,Drug Screen,GDSC1_AUC,0.650239977,0.844512978,,0.796795942,,,,0.870406894,0.546564827,0.910600314,0.728611289,,0.901751428,0.779086787,,,0.983390074,0.978737849,,0.705516346,0.958881918,0.994548076,,,0.865045839,0.942403693,,,,0.745605801,,
JNK INHIBITOR 9L (GDSC1:157),num,Drug Screen,GDSC1_AUC,0.64988061,0.547394265,,0.712642365,,0.756186612,0.729253526,0.870187422,0.658525174,0.758598393,0.734303382,0.650388079,0.632683531,0.506707133,,0.567598245,0.722702401,0.840529048,0.706419529,0.819377943,0.707877022,0.862085437,,,0.538328493,0.423535305,,,,0.634783572,,
PF-00562271 (GDSC1:158),num,Drug Screen,GDSC1_AUC,0.909803084,0.908548335,,0.97326191,,0.971710145,,,0.89424669,0.897660915,0.91996691,0.917064338,0.931183064,0.761086916,,0.932924627,0.994061008,0.960933724,,0.847743053,0.937115566,,,,0.787925027,0.854976655,,,,,,
HG6-64-1 (GDSC1:159),num,Drug Screen,GDSC1_AUC,0.847043421,0.618572301,,0.883962527,,0.851679585,0.939122431,0.978149097,0.714339956,0.891433406,0.712314107,0.59635378,0.857753377,0.68964189,,0.674058127,0.869441782,0.973291864,0.844884108,0.712701949,0.72274627,0.958524844,,,0.829167809,0.612985456,,,,0.650423208,,
(+)-JQ-1 (GDSC1:163),num,Drug Screen,GDSC1_AUC,0.819571747,0.630919901,,0.862477993,,0.846465527,0.797593432,0.974282964,0.73027707,0.759517037,0.584608388,0.726737514,0.766368259,0.43419916,,0.741626531,0.782947732,0.937466743,0.721275113,0.62762643,0.907158525,,,,0.76505747,0.717558328,,,,0.560930807,,
JQ12 (GDSC1:164),num,Drug Screen,GDSC1_AUC,0.907584051,0.798095426,,0.656767555,,0.814792085,0.856751273,0.993245196,0.88823935,0.870623229,,0.644773942,0.956196816,0.635034234,,0.688093128,0.923905383,0.963717263,0.821818464,0.773026453,0.851966766,0.990001033,,,0.63580092,0.398080298,,,,0.755809228,,
DIMETHYLOXALYLGLCINE (GDSC1:165),num,Drug Screen,GDSC1_AUC,0.535942087,0.348972628,,0.816506647,,0.731585953,0.913620025,0.739999845,0.805173237,0.77879561,0.929417514,0.467935541,0.863399337,0.585632433,,0.685554684,0.668056049,0.71101979,0.724626296,0.687823181,0.815101272,0.93798515,,,0.625930044,0.410191796,,,,0.38131539,,
FTI-277 (GDSC1:166),num,Drug Screen,GDSC1_AUC,,0.968623104,,,,,,,0.963398575,0.929763747,0.934308537,,0.950413532,0.917079187,,,,0.960073599,0.9938401,,0.988716584,,,,,,,,,0.910761537,,
AR-12 (GDSC1:167),num,Drug Screen,GDSC1_AUC,0.898340631,0.574947323,,0.942131458,,0.765682886,0.793476858,0.929250537,0.641329971,,0.836365182,0.777593159,0.610356287,0.899796515,,0.736755668,0.88026797,0.956497393,0.799991354,0.682174866,0.877221467,0.929223096,,,0.877453489,0.678539021,,,,0.743804257,,
CYCLOPAMINE (GDSC1:17),num,Drug Screen,GDSC1_AUC,,,,,,,,,,,,0.964999239,,,,,,,,,,0.979649244,,,,,,,,,,
ANCHUSIN (GDSC1:170),num,Drug Screen,GDSC1_AUC,0.438756547,0.235939527,,0.611277664,,0.534519445,0.617214103,,0.710553968,0.600418614,0.492368466,0.509620628,0.651721432,0.556587605,,0.358919748,0.505903389,0.52482051,0.467589934,0.680499038,0.298724114,0.62749527,,,0.551422015,0.280317746,,,,0.528076117,,
AKT INHIBITOR VIII (GDSC1:171),num,Drug Screen,GDSC1_AUC,0.832683214,0.91432169,,0.990335277,,0.945556812,0.875321692,0.972570886,0.796073108,0.879899041,0.910218798,0.925416243,0.962247425,0.928757829,,,0.941229602,,,0.937000995,0.93824689,0.997551031,,,0.951207606,0.871384488,,,,0.962303038,,
EMBELIC ACID (GDSC1:172),num,Drug Screen,GDSC1_AUC,0.808014725,0.70725987,,0.845093973,,0.651501651,0.875316851,0.85976095,0.744602542,0.942827712,0.847575717,0.836968989,0.819277891,0.893023386,,0.787732389,0.866982045,0.945825312,0.768346874,0.782530415,0.963572188,0.946158715,,,0.95082142,0.622004992,,,,0.639847822,,
FH535 (GDSC1:173),num,Drug Screen,GDSC1_AUC,0.741468483,0.559519998,,0.809858451,,,0.559427599,0.925707372,0.546019207,0.746346768,0.768859019,0.697275508,0.651133005,0.750231492,,0.69216631,0.586272008,0.912708531,0.754896407,0.7406189,,0.873018152,,,0.875648382,0.584072031,,,,0.686050297,,
GTPL5238 (GDSC1:175),num,Drug Screen,GDSC1_AUC,0.854710772,0.96357594,,,,,,,0.940457827,0.952971662,0.95508646,0.911444989,0.90352054,0.826108578,,0.828455284,0.990370632,0.998002709,,0.822549365,,0.95807752,,,0.938107687,,,,,0.909885425,,
IPA 3 (GDSC1:176),num,Drug Screen,GDSC1_AUC,0.91308904,0.853924247,,,,,,,0.978578415,0.977215445,0.98087304,0.932957656,0.761575839,0.918112132,,,0.978575243,0.983728744,0.934688629,0.894127272,0.863772377,0.905725319,,,0.87973266,0.771766892,,,,0.770576991,,
GSK 650394 (GDSC1:177),num,Drug Screen,GDSC1_AUC,0.906570801,0.579128861,,0.878086237,,0.921422471,,,0.871578623,0.975584648,0.940141286,0.900427956,0.770002518,0.924604319,,0.797690962,0.901611585,0.960927664,0.861870722,0.865880667,,0.963377581,,,0.961540968,0.757353135,,,,0.861506983,,
BAY-61-3606 (GDSC1:178),num,Drug Screen,GDSC1_AUC,0.936380603,0.754294936,,0.936224769,,0.926723461,0.928410552,0.992984773,0.902824351,0.883329509,0.771835694,0.955689346,0.62941759,0.708374788,,0.885251938,0.903047369,0.980155541,0.935368579,0.848541411,0.969540163,0.970914018,,,0.89078595,0.600281068,,,,0.764768549,,
FLUOROURACIL (GDSC1:179),num,Drug Screen,GDSC1_AUC,,0.849179727,0.79609234,0.952402807,0.929336521,0.842372445,0.942861868,,0.898080254,0.828139924,0.999735649,0.855484035,0.609165709,0.907338354,0.917651917,0.617677897,0.951803758,0.768026966,0.920285566,0.831305339,0.934390072,0.711514524,0.770432027,0.800738102,0.852508649,0.553587955,0.949904732,0.957167206,0.669983129,0.632501477,0.946854425,0.947974683
OCTANOIC ACID (GDSC1:180),num,Drug Screen,GDSC1_AUC,0.324976688,0.145334288,,0.672253778,,0.2244627,0.317157527,0.773651949,0.273679357,0.687541345,0.667749748,0.350342944,0.22260492,0.547277036,,0.513335301,0.586732783,0.668190554,0.613683183,0.375001442,0.888509393,0.675877963,,,0.298794529,0.056341579,,,,0.205991217,,
GX15-070 (GDSC1:182),num,Drug Screen,GDSC1_AUC,0.503787723,0.147737642,,0.350873002,,0.431210349,0.325195833,0.884975646,0.266349015,0.389762837,0.537943341,0.426838027,0.279896855,0.370200343,,0.168147053,0.366287315,0.607451735,0.542964497,0.458673466,0.969440163,0.519068306,,,0.479235255,0.165039347,,,,0.379383285,,
BMS-754807 (GDSC1:184),num,Drug Screen,GDSC1_AUC,0.862702859,0.637128821,,0.867143991,,,,,0.950854984,0.894759959,0.780144277,0.876922692,0.71193021,0.843492889,,0.883410924,0.868634555,0.964343725,,0.662035658,0.997285909,0.999603311,,,,0.754696406,,,,0.699294201,,
ASP-7487 (GDSC1:185),num,Drug Screen,GDSC1_AUC,0.886963335,0.953769837,,,,0.864895972,0.969924069,,0.995177176,0.94595918,0.659995165,0.946795102,0.878420381,0.89195321,,0.908511997,0.93460273,,,0.810425468,,,,,0.780608959,,,,,0.853493918,,
BEXAROTENE (GDSC1:186),num,Drug Screen,GDSC1_AUC,0.859215519,0.985086914,,0.924408672,,0.96527509,0.880787254,,0.951020014,,0.936406676,0.921017908,0.939933652,0.883894072,,,0.924506942,,0.932909731,,0.992945667,0.996073741,,,,0.96363777,,,,0.849443989,,
BLEOMYCIN (GDSC1:190),num,Drug Screen,GDSC1_AUC,0.784799016,0.215787853,,0.709476506,,0.599206192,0.578489323,,0.561819257,0.724283119,0.8010719,0.609604315,0.188323461,0.424785497,,0.132680161,0.286773257,0.743431056,,0.517042897,0.930914102,0.522230093,,,0.593901078,0.431468768,,,,0.122144288,,
DDE-28 (GDSC1:192),num,Drug Screen,GDSC1_AUC,0.941483809,,,0.93420192,,,,,0.992466652,0.913830058,0.906501337,,0.905721798,0.860154766,,,0.935501748,,,,0.979768151,0.981768115,,,0.931402951,0.984588584,,,,,,
CFMS RECEPTOR TYROSINE KINASE INHIBITOR (GDSC1:193),num,Drug Screen,GDSC1_AUC,0.978879149,0.982256181,0.990579143,,,0.97886615,0.995697547,,0.997749069,,,0.994023036,0.961825947,0.981489529,0.991886673,,0.953781956,0.993885072,,0.987182068,0.9521175,0.977451856,0.999337873,0.990912982,,0.977251501,0.981135165,0.972565606,0.998212084,,0.990324963,0.98947489
AUY (GDSC1:194),num,Drug Screen,GDSC1_AUC,0.790065903,0.488582544,,0.87616369,,0.904336637,0.866258108,,0.706316676,0.761800383,0.824635041,0.646031791,0.398086852,0.593227643,,0.543524003,0.683931709,0.809483562,0.874325751,0.474376373,0.781626078,0.839114007,,,0.652685238,0.560629181,,,,0.492689076,,
DBI (GDSC1:196),num,Drug Screen,GDSC1_AUC,0.763070159,0.729325706,,0.724096222,0.993554324,0.705972895,0.874004245,0.905906183,0.967978285,0.85487083,0.904386038,0.740582329,0.448098199,0.895845889,0.993418873,0.788644359,0.827935515,0.676006301,0.798863275,0.846272918,0.922062027,0.595130873,0.994897945,0.977081258,0.950523294,0.634157898,0.959815933,0.928961724,0.980953699,0.35018251,,0.992424688
BRYOSTATIN (GDSC1:197),num,Drug Screen,GDSC1_AUC,,0.994791977,,0.906291867,,0.917200374,0.997844373,,0.995698495,,,0.941767664,0.943770524,0.955058958,,0.960915367,,0.999578346,0.986292886,,0.98184613,0.979028618,,,,,,,,0.95983935,,
PAZOPANIB (GDSC1:199),num,Drug Screen,GDSC1_AUC,0.897077698,0.843517959,,0.8909572,,0.88896455,0.981279709,0.914464755,0.950882393,,0.996778725,0.835078906,0.830046561,0.931716684,,0.902154628,0.922455778,,0.83633564,0.828282017,,0.969926566,,,0.96140792,0.958857533,,,,0.79521854,,
